,0
0,prh1
1,srgap2
2,scarna17
3,znf625-znf20
4,slc5a3
5,rbm8a
6,rnf115
7,nbpf14
8,bahcc1
9,taf15
10,ncoa4
11,snord20
12,snord4a
13,lix1l
14,pom121c
15,nbpf9
16,nbpf10
