,0
0,apoc1
1,gpnmb
2,c1qc
3,cxcl12
4,vcam1
5,col1a2
6,trdmt1
7,sdc3
8,c1qb
9,tf
10,col3a1
11,micall2
12,klf12
13,c11orf96
