,0
0,ncf1c
1,ncf1b
2,hvcn1
3,gsn
4,spi1
5,dysf
6,lilrb2
7,cltcl1
8,ncf2
9,lilrb4
10,slc15a3
11,cybb
12,scpep1
13,mical1
14,ttc28-as1
15,rnf216p1
