,0
0,ssbp2
1,neu3
2,cox20
3,sv2a
4,myb
5,usp49
6,cdc14b
7,fam98b
8,wnt10a
9,mtfp1
10,b4galt6
11,fam168a
12,ccdc88a
13,zdhhc23
14,alox5ap
15,znf496
16,nlk
17,ctnnd1
18,tnfrsf10a
19,gpld1
20,myzap
21,znf736
22,katnal1
