,0
0,nrxn3
1,mrc1
2,vwa2
3,siglec15
4,tiam2
5,terf2
6,npr1
7,kcnq5
8,fam114a1
9,dpysl2
10,cxxc5
11,cmtm2
12,cd200
13,itga11
14,cyb5r2
15,ckmt2
16,nlrp12
17,znf90
18,ssh2
19,pex2
20,dlgap2
21,linc00114
22,olah
23,tmed6
24,mfsd11
25,tmem217
26,pigh
27,slc35e3
28,hfe
29,mtx2
