,0
0,rgpd1
1,rgpd4
2,ranbp2
3,xg
4,nudt9p1
5,gtdc1
6,bcas4
7,gas2
8,tp73-as1
9,gng7
10,nudt16
11,antxr1
12,gnrh1
13,hcp5
14,hes1
15,ccdc138
16,tasp1
17,phka1
18,rgpd2
19,cr1
20,tnfaip8l1
21,foxo1
22,paox
23,cr2
24,klhl36
25,lct
26,itpr2
27,lmo4
