,0
0,herc2p9
1,ppip5k1
2,trrap
3,ube4b
4,mtor
5,znf69
6,nsd1
7,atp6v1f
8,macf1
9,herc2p3
10,ehmt1
11,nomo2
12,cnnm2
13,ttbk2
14,cad
