,0
0,tmem191c
1,mov10
2,pi4ka
3,ywhab
4,akt2
5,tpm2
6,myo15b
7,col7a1
8,polr2j4
9,sdhap1
10,msto2p
11,cic
12,pkd1p1
13,pomt2
