,0
0,rapgef5
1,cd1a
2,myo7b
3,npm2
4,tcf7
5,aldh3a2
6,pde9a
7,arhgap29
8,ptpn3
9,ptpn14
10,glb1l
11,asah2b
12,col6a3
13,chn2
14,cr2
15,sycp2l
16,fgd5
17,mylk4
18,rhou
