,0
0,zmynd19
1,rufy1
2,lmnb1
3,clptm1l
4,tuba8
5,c12orf42
6,lmo2
7,epdr1
8,rgs7
9,pkp4
10,ahsa1
11,u2af1l4
12,fam41c
