,0
0,mzb1
1,serpinb8
2,myh10
3,sntb1
4,tspan10
5,uvrag
6,tcfl5
7,ids
8,sytl3
9,elf4
10,il10ra
11,bmpr1b
12,pabpc1
13,rffl
14,runx2
15,pcsk6
16,sh3glb2
17,znf554
18,csgalnact2
19,c17orf75
20,anxa2
