,0
0,nuf2
1,cenpf
2,kif20a
3,esco2
4,ect2
5,ccna2
6,depdc1
7,tmpo
8,znf850
9,ccnb1
10,ccnb2
11,dlgap5
12,tpx2
13,cdc25c
14,cdca2
15,kif15
