,0
0,dgat2
1,vnn1
2,mnda
3,rgs2
4,c1orf162
5,fcgr3b
6,dusp23
7,znf726
8,ptprj
9,gpr155
10,hla-f-as1
11,gca
12,dyrk3
13,slco4c1
14,lta4h
