,0
0,commd10
1,dzip3
2,uchl3
3,oxnad1
4,e2f2
5,kifap3
6,tmbim4
7,faah2
8,kank2
9,slc39a10
10,ptpn4
11,rabgap1l
12,sell
13,rapgef6
14,mnat1
