,0
0,tsc2
1,inpp5e
2,pkd1p1
3,notch1
4,slc12a4
5,cdan1
6,snora71b
7,agrn
8,zdhhc8
9,clcn7
10,prr12
11,cic
12,telo2
13,tubgcp6
14,ltbp3
15,piezo1
16,inf2
17,myo9b
18,map3k10
19,dhx37
20,igfals
21,scrib
22,akt2
