,0
0,gtf2h2
1,btbd8
2,trim34
3,snord35b
4,ctage5
5,gtf2ird2b
6,fam72a
7,mycbp
8,znf559-znf177
9,eif3c
10,gtf2h2b
11,snord34
12,alg10
13,klhl23
