,0
0,iqgap3
1,donson
2,cit
3,srd5a1
4,prc1
5,ncapg
6,stil
7,atad2
8,bub1b
9,shcbp1
10,hjurp
11,tmem229b
12,slc43a3
13,tacc3
14,ccdc150
