.metric,.estimator,.estimate
accuracy,multiclass,0.939873417721519
kap,multiclass,0.7934853644274756
sens,macro,0.7171769070624032
spec,macro,0.9535506848768818
ppv,macro,0.7625598086124403
npv,macro,0.9600623579554142
mcc,multiclass,0.7936772646383855
j_index,macro,0.670727591939285
bal_accuracy,macro,0.8353637959696425
detection_prevalence,macro,0.25
precision,macro,0.7625598086124402
recall,macro,0.7171769070624032
f_meas,macro,0.7368525011110563
