,0
196,arl17a
197,kansl1
198,nbr2
199,lrrc37a2
200,lrrc37a3
201,stx16
202,lrrc37a
203,lrig2
204,psmb1
205,nbr2
206,kansl1
207,lrrc37a2
208,lrrc37a3
209,stx16
210,lrrc37a
211,lrig2
212,psmb1
213,cacnb2
214,stag3
215,prcd
216,pcbd1
217,tg
218,ints3
219,terf2
220,scn3b
221,cdkl1
222,smyd3
223,tmed6
224,grapl
225,dhrs7
226,btnl9
227,itpr1
228,cacnb2
229,prcd
230,pcbd1
231,tg
232,ints3
233,terf2
234,scn3b
235,cdkl1
236,smyd3
237,tmed6
238,grapl
239,dhrs7
240,btnl9
241,itpr1
242,prss27
243,slc29a4
244,pcdh10
245,cxadr
246,fam171a2
247,rnd2
248,vrk2
249,plekhh1
250,znf219
251,arhgap39
252,sbk1
253,fblim1
254,reep2
255,phldb3
256,tmem213
257,adam33
258,mocs1
259,grhl1
260,sptbn2
261,c3orf70
262,s1pr3
263,fsd1
264,cul1
265,foxo3b
266,cib2
267,prss27
268,pcdh10
269,cxadr
270,fam171a2
271,rnd2
272,vrk2
273,plekhh1
274,znf219
275,arhgap39
276,sbk1
277,fblim1
278,reep2
279,phldb3
280,tmem213
281,adam33
282,mocs1
283,grhl1
284,sptbn2
285,c3orf70
286,s1pr3
287,fsd1
288,cul1
289,foxo3b
290,cib2
291,or4f17
292,or6y1
293,pcdha4
294,or14j1
295,gabrg2
296,spdye6
297,foxd4l5
298,slc13a4
299,cdc14c
300,hhla1
301,or5as1
302,or14j1
303,or6y1
304,pcdha4
305,gabrg2
306,spdye6
307,foxd4l5
308,slc13a4
309,cdc14c
310,hhla1
311,or5as1
312,ribc2
313,smc1b
314,eme1
315,slc25a26
316,kif24
317,znf826p
318,ccdc42
319,smc1b
320,eme1
321,slc25a26
322,kif24
323,znf826p
324,ccdc42
325,fam131b
326,pdgfd
327,aff1
328,slco4c1
329,itgad
330,f2r
331,uts2
332,tbx21
333,ctsw
334,prss23
335,tfcp2l1
336,cd226
337,hopx
338,tmem64
339,slc46a1
340,znf777
341,zswim1
342,fam131b
343,aff1
344,slco4c1
345,itgad
346,f2r
347,uts2
348,tbx21
349,ctsw
350,prss23
351,tfcp2l1
352,cd226
353,hopx
354,tmem64
355,slc46a1
356,procr
357,znf777
358,zswim1
359,il2ra
360,tnfrsf1b
361,ifi30
362,tmbim1
363,zbtb7b
364,pik3r5
365,mvp
366,nkg7
367,rassf3
368,dlg1
369,adap1
370,il21r
371,adam8
372,rarg
373,gpr132
374,ifi30
375,tmbim1
376,il2ra
377,zbtb7b
378,pik3r5
379,mvp
380,nkg7
381,rassf3
382,dlg1
383,adap1
384,il21r
385,adam8
386,rarg
387,gpr132
388,rapgef5
389,cd1a
390,myo7b
391,npm2
392,tcf7
393,aldh3a2
394,pde9a
395,arhgap29
396,ptpn3
397,ptpn14
398,glb1l
399,asah2b
400,col6a3
401,chn2
402,nlgn4x
403,nbpf10
404,rnf103-chmp3
405,nbpf14
406,pom121c
407,fam156a
408,taf15
409,nbpf9
410,spin2a
411,ac018755.2
412,rnf103-chmp3
413,nbpf14
414,pom121c
415,fam156a
416,taf15
417,nbpf9
418,spin2a
419,ac018755.2
420,ncf1c
421,ncf1b
422,hvcn1
423,gsn
424,spi1
425,dysf
426,lilrb2
427,cltcl1
428,ncf1
429,catsper2
430,ppip5k1
431,acot12
432,c20orf96
433,hspbap1
434,catsperg
435,polg2
436,strc
437,znf439
438,sgk2
439,celf6
440,herc2p9
441,prpf40b
442,ppip5k1
443,acot12
444,c20orf96
445,hspbap1
446,catsperg
447,polg2
448,strc
449,znf439
450,sgk2
451,celf6
452,herc2p9
453,prpf40b
454,rgpd1
455,rgpd4
456,ranbp2
457,xg
458,nudt9p1
459,gtdc1
460,bcas4
461,gas2
462,tp73-as1
463,gng7
464,nudt16
465,antxr1
466,gnrh1
467,hcp5
468,hes1
469,ccdc138
470,tasp1
471,phka1
472,rgpd2
473,cr1
474,tnfaip8l1
475,rgpd3
476,crtam
477,tnfrsf9
478,cxcr6
479,havcr2
480,ifng
481,akap5
482,ap1s3
483,il11
484,dact3
485,ankrd29
486,dusp4
487,vcam1
488,crtam
489,cxcr6
490,havcr2
491,ifng
492,akap5
493,ap1s3
494,il11
495,dact3
496,ankrd29
497,dusp4
498,vcam1
499,bpi
500,camp
501,crisp3
502,ceacam6
503,olfm4
504,elane
505,ceacam8
506,pglyrp1
507,lcn2
508,ctsg
509,prtn3
510,mmp8
511,ltf
512,defa4
513,ccz1
514,gtf2ird2
515,sdhap1
516,spry2
517,efhc1
518,c4orf36
519,pbld
520,lysmd2
521,myh3
522,tomm5
523,ankhd1-eif4ebp3
524,ccz1
525,sdhap1
526,spry2
527,efhc1
528,c4orf36
529,pbld
530,lysmd2
531,myh3
532,tomm5
533,ankhd1-eif4ebp3
534,ccz1b
535,ube2q1
536,bet1l
537,pms2cl
538,cox20
539,s1pr2
540,rbbp8
541,ptpn11
542,psmc3ip
543,ube2q1
544,bet1l
545,pms2cl
546,cox20
547,s1pr2
548,rbbp8
549,ptpn11
550,psmc3ip
551,fcgr3b
552,kcnj15
553,ffar2
554,alpl
555,cxcr1
556,cxcr2
557,lrrk2
558,mgam
559,fpr2
560,cd177
561,steap4
562,vnn2
563,ptgs2
564,fpr1
565,siglec5
566,cxcr1
567,cxcr2
568,ffar2
569,kcnj15
570,alpl
571,lrrk2
572,mgam
573,fpr2
574,cd177
575,steap4
576,ptgs2
577,vnn2
578,fpr1
579,siglec5
580,mst1
581,mst1p2
582,icam5
583,mamdc4
584,hsf4
585,adamts13
586,snora5a
587,man2a2
588,man2c1
589,wash2p
590,rnf123
591,wash3p
592,ywhab
593,mst1p2
594,icam5
595,mamdc4
596,hsf4
597,adamts13
598,snora5a
599,man2a2
600,man2c1
601,wash2p
602,rnf123
603,wash3p
604,ywhab
605,dpy19l2
606,rab32
607,smarca1
608,wdr17
609,dhcr24
610,arhgef26
611,tmtc2
612,tex9
613,scn9a
614,ltbp1
615,vwde
616,ppp1r18
617,hoxb3
618,neil2
619,cdrt4
620,map9
621,med12l
622,rab32
623,smarca1
624,wdr17
625,dhcr24
626,arhgef26
627,tmtc2
628,tex9
629,scn9a
630,ltbp1
631,vwde
632,ppp1r18
633,hoxb3
634,neil2
635,cdrt4
636,map9
637,med12l
638,scml4
639,tshz2
640,ldlrap1
641,clec2d
642,galm
643,ptprj
644,tpd52
645,c5orf63
646,sp140
647,gna15
648,ikzf3
649,il16
650,tnfrsf13b
651,fscn1
652,ankrd55
653,abcd2
654,ces4a
655,smap2
656,tshz2
657,ldlrap1
658,clec2d
659,galm
660,ptprj
661,tpd52
662,c5orf63
663,sp140
664,gna15
665,ikzf3
666,il16
667,tnfrsf13b
668,fscn1
669,ankrd55
670,abcd2
671,ces4a
672,smap2
673,rhag
674,ca1
675,hemgn
676,sox6
677,rhce
678,gypb
679,xk
680,ca3
681,slc4a1
682,paqr9
683,sptb
684,art4
685,gypa
686,mzb1
687,serpinb8
688,myh10
689,sntb1
690,tspan10
691,uvrag
692,tcfl5
693,ids
694,sytl3
695,elf4
696,il10ra
697,bmpr1b
698,pabpc1
699,rffl
700,runx2
701,cd44
702,slc37a3
703,tmem236
704,znf423
705,khdrbs3
706,lgmn
707,myo1b
708,prx
709,wnt9a
710,tmed6
711,atp10a
712,mrpl16
713,pclo
714,sema6a
715,fermt2
716,vwa2
717,fgd1
718,nrxn3
719,pcdhb14
720,pcdhb12
721,pcdhb9
722,pcdhb13
723,fcgr1a
724,fcgr2a
725,csta
726,ankrd22
727,tyrobp
728,pygl
729,nlrc4
730,stac3
731,piwil4
732,marco
733,myof
734,igsf6
735,flvcr2
736,sdsl
737,siglec9
738,fcgr2a
739,csta
740,ankrd22
741,tyrobp
742,pygl
743,nlrc4
744,stac3
745,piwil4
746,marco
747,myof
748,igsf6
749,flvcr2
750,sdsl
751,siglec9
752,cited2
753,lgals8-as1
754,gadd45b
755,sertad1
756,adm
757,tubb4b
758,dnajb2
759,rasl11a
760,c11orf96
761,ptch2
762,sema3b
763,vps36
764,snai1
765,tubb3
766,gadd45g
767,fam72b
768,fam72a
769,rnf5
770,pfdn6
771,fam72d
772,arhgap11a
773,ect2
774,blm
775,cdca2
776,smc2
777,kif23
778,ccp110
779,kif11
780,ect2
781,blm
782,cdca2
783,smc2
784,kif14
785,kif23
786,ccp110
787,kif11
788,nfatc2
789,sh3pxd2a
790,arl10
791,grid2ip
792,dlgap2
793,acer2
794,nfatc2
795,arl10
796,grid2ip
797,dlgap2
798,acer2
799,atp2a3
800,fmnl1
801,fhod1
802,plekhm1
803,araf
804,prr14
805,gga3
806,itgax
807,crtc2
808,nbeal2
809,foxp4
810,tgfb1
811,mgrn1
812,kdm6b
813,phf12
814,atp2a3
815,fhod1
816,plekhm1
817,araf
818,elf4
819,prr14
820,gga3
821,itgax
822,crtc2
823,nbeal2
824,foxp4
825,tgfb1
826,mgrn1
827,kdm6b
828,phf12
829,ino80b
830,wash7p
831,man1b1
832,agap4
833,clasrp
834,bcrp3
835,snrnp70
836,foxd4l1
837,trim41
838,tmem170a
839,eml2
840,wash3p
841,ino80b
842,wash7p
843,man1b1
844,agap4
845,clasrp
846,bcrp3
847,snrnp70
848,adamts13
849,mst1
850,stac3
851,foxd4l1
852,trim41
853,tmem170a
854,eml2
855,nrxn3
856,mrc1
857,vwa2
858,siglec15
859,tiam2
860,terf2
861,npr1
862,kcnq5
863,fam114a1
864,dpysl2
865,cxxc5
866,cmtm2
867,cd200
868,itga11
869,cyb5r2
870,ckmt2
871,nlrp12
872,znf90
873,ssh2
874,pex2
875,dlgap2
876,linc00114
877,cdk5rap2
878,cep250
879,ptprcap
880,epb41l2
881,odf2
882,exoc4
883,dnmt1
884,cep152
885,c2cd3
886,zmynd8
887,cep250
888,ptprcap
889,epb41l2
890,bub1b
891,odf2
892,exoc4
893,dnmt1
894,cep152
895,c2cd3
896,zmynd8
897,rnase2
898,rnase3
899,epx
900,clc
901,tcn1
902,serpinb10
903,prg2
904,nhs
905,s100p
906,alas1
907,retn
908,clc
909,rnase2
910,epx
911,elane
912,tcn1
913,serpinb10
914,prg2
915,nhs
916,s100p
917,piwil4
918,alas1
919,retn
920,csta
921,nell2
922,cd8a
923,crtam
924,gzmk
925,s100b
926,gzmh
927,themis
928,slc4a10
929,klrc1
930,gzmm
931,s1pr5
932,cd8b
933,cd24
934,nbpf15
935,tmem236
936,mmp28
937,gli1
938,tdh
939,ankrd12
940,mier1
941,gcc2
942,mbd4
943,lrfn4
944,cyld
945,slc4a2
946,pdcd4
947,rgpd1
948,gimap5
949,trappc2
950,eml6
951,rgpd3
952,celsr2
953,nt5dc2
954,krba1
955,gprin1
956,irs1
957,klhl25
958,wasf1
959,cdk18
960,sema6c
961,mgat5b
962,fgfr1op2
963,kif1c
964,cdadc1
965,phf2
966,akr1b1
967,ppfia4
968,plekhg4b
969,nt5dc2
970,krba1
971,gprin1
972,irs1
973,klhl25
974,wasf1
975,cdk18
976,sema6c
977,mgat5b
978,fgfr1op2
979,kif1c
980,cdadc1
981,phf2
982,akr1b1
983,ppfia4
984,plekhg4b
985,ep300
986,pom121
987,setd1a
988,arid1a
989,znf592
990,asxl1
991,polr2a
992,srcap
993,atxn2l
994,cherp
995,fus
996,yy1ap1
997,znf384
998,ep300
999,setd1a
1000,arid1a
1001,znf592
1002,asxl1
1003,polr2a
1004,srcap
1005,atxn2l
1006,pms2cl
1007,cherp
1008,fus
1009,yy1ap1
1010,znf384
1011,nbpf10
1012,nbpf9
1013,gtf2ird2b
1014,gtf2i
1015,ppt2-egfl8
1016,fam156a
1017,snord4a
1018,snord20
1019,foxo3
1020,nudt4
1021,zbtb10
1022,btbd3
1023,socs2
1024,ankrd39
1025,dctn4
1026,chst2
1027,mboat2
1028,trib1
1029,galnt4
1030,slc39a11
1031,f3
1032,foxo3
1033,zbtb10
1034,btbd3
1035,socs2
1036,ankrd39
1037,dctn4
1038,chst2
1039,mboat2
1040,trib1
1041,galnt4
1042,slc39a11
1043,f3
1044,galnt2
1045,abhd3
1046,dsc2
1047,plag1
1048,clic5
1049,rbm11
1050,bcas1
1051,sord
1052,tnk1
1053,ntng1
1054,wnk3
1055,kcna2
1056,bmp8b
1057,capn8
1058,cds1
1059,gprc5b
1060,me3
1061,grk4
1062,ncam2
1063,acvr1c
1064,alyref
1065,tmem183a
1066,hdgf
1067,sox4
1068,taf5l
1069,atf4
1070,c19orf12
1071,hnrnpl
1072,kdm1a
1073,prkrip1
1074,rad23b
1075,alyref
1076,hdgf
1077,sox4
1078,taf5l
1079,atf4
1080,c19orf12
1081,hnrnpl
1082,kdm1a
1083,prkrip1
1084,rad23b
1085,lrrc37a3
1086,lrrc37a2
1087,grapl
1088,depdc5
1089,arl17a
1090,atp6v1f
1091,zfyve26
1092,chkb
1093,ighmbp2
1094,dnm2
1095,csnk1d
1096,pomzp3
1097,ncbp2
1098,nudcd2
1099,cabin1
1100,myh9
1101,cog1
1102,ighmbp2
1103,dnm2
1104,csnk1d
1105,pomzp3
1106,fmnl1
1107,ncbp2
1108,nudcd2
1109,cabin1
1110,znf592
1111,myh9
1112,cog1
1113,muc20
1114,tnk2
1115,gtf2ird2
1116,pnpla7
1117,nudcd2
1118,rrn3p3
1119,snx29p1
1120,gh1
1121,gtf2h2
1122,btbd8
1123,trim34
1124,snord35b
1125,ctage5
1126,gtf2ird2b
1127,fam72a
1128,mycbp
1129,znf559-znf177
1130,eif3c
1131,gtf2h2c
1132,znf829
1133,znf43
1134,znf695
1135,znf845
1136,fancb
1137,pigb
1138,znf726
1139,znf329
1140,znf257
1141,znf418
1142,mastl
1143,znf682
1144,acbd7
1145,znf844
1146,znf850
1147,znf90
1148,znf829
1149,znf43
1150,znf695
1151,znf845
1152,fancb
1153,pigb
1154,znf726
1155,znf329
1156,znf257
1157,znf418
1158,mastl
1159,znf682
1160,acbd7
1161,znf844
1162,ddx11
1163,ddx12p
1164,lig1
1165,gbap1
1166,rad54l
1167,fanca
1168,acad9
1169,wdr62
1170,ift122
1171,ddx12p
1172,lig1
1173,gbap1
1174,rad54l
1175,fanca
1176,acad9
1177,wdr62
1178,ift122
1179,dnmt1
1180,apoc1
1181,gpnmb
1182,c1qc
1183,cxcl12
1184,vcam1
1185,col1a2
1186,trdmt1
1187,sdc3
1188,c1qb
1189,tf
1190,apoe
1191,brca2
1192,parpbp
1193,ckap2
1194,smc4
1195,atad2
1196,ttk
1197,wee1
1198,ndc80
1199,brca2
1200,parpbp
1201,aspm
1202,ckap2
1203,cenpe
1204,smc4
1205,nuf2
1206,atad2
1207,ttk
1208,wee1
1209,ndc80
1210,henmt1
1211,dcps
1212,dnmbp
1213,pogz
1214,atn1
1215,nfat5
1216,qki
1217,btn2a1
1218,tcf7l2
1219,or13a1
1220,lilrb2
1221,wdfy3
1222,arhgap24
1223,tbl1x
1224,slc27a3
1225,ptp4a3
1226,nlrp12
1227,osbpl10
1228,dstn
1229,ncf2
1230,prex1
1231,mme
1232,alox5
1233,cx3cr1
1234,fcgr3a
1235,serpina1
1236,sh2d1b
1237,fgl2
1238,fcer1g
1239,cd300e
1240,scimp
1241,cx3cr1
1242,gzmb
1243,serpina1
1244,sh2d1b
1245,klrc1
1246,fgl2
1247,fcer1g
1248,cd300e
1249,scimp
1250,cd8a
1251,eif3a
1252,arfgef2
1253,osbp
1254,snora22
1255,zc3h11a
1256,pank2
1257,tab2
1258,c7orf50
1259,ahctf1
1260,nup98
1261,rgpd3
1262,eif3a
1263,arfgef2
1264,osbp
1265,snora22
1266,zc3h11a
1267,pank2
1268,tab2
1269,c7orf50
1270,ahctf1
1271,rgpd2
1272,nup98
1273,sugp2
1274,stag3l1
1275,pcnt
1276,ddx11
1277,wdr62
1278,sugp2
1279,fanca
1280,stag3l1
1281,pcnt
1282,lig1
1283,dnmt1
1284,cd300lf
1285,cd33
1286,mmrn1
1287,tfpi
1288,loxl3
1289,egf
1290,aldh2
1291,vstm1
1292,dgkg
1293,svopl
1294,vsig4
1295,rasgrp4
1296,tcn2
1297,irf5
1298,dnase1l3
1299,b3gnt5
1300,tmem51
1301,spp1
1302,cd300lf
1303,mmrn1
1304,tfpi
1305,loxl3
1306,egf
1307,aldh2
1308,vstm1
1309,dgkg
1310,svopl
1311,vsig4
1312,rasgrp4
1313,tcn2
1314,irf5
1315,dnase1l3
1316,b3gnt5
1317,tmem51
1318,spp1
1319,linc00239
1320,pvrig
1321,lime1
1322,pdzd8
1323,cd27
1324,tsr1
1325,alkbh6
1326,ucp2
1327,mfsd11
1328,gnrhr2
1329,cdk2ap2
1330,linc00239
1331,lime1
1332,pdzd8
1333,cd27
1334,tsr1
1335,alkbh6
1336,ucp2
1337,mfsd11
1338,gnrhr2
1339,cdk2ap2
1340,stag3l3
1341,nde1
1342,ddx12p
1343,tpm2
1344,myo9b
1345,nrxn2
1346,nrbf2
1347,cntrob
1348,nomo3
1349,pkd1p1
1350,fam174a
1351,atp2a2
1352,nomo1
1353,pkd1p1
1354,nomo2
1355,fam174a
1356,atp2a2
1357,nuf2
1358,cenpf
1359,kif20a
1360,esco2
1361,ect2
1362,ccna2
1363,depdc1
1364,tmpo
1365,znf850
1366,ccnb1
1367,ccnb2
1368,dlgap5
1369,tpx2
1370,cdc25c
1371,rab34
1372,tusc1
1373,itpripl2
1374,tfeb
1375,zp3
1376,st7-as1
1377,lrp3
1378,tlr2
1379,echdc3
1380,cspg4
1381,linc00092
1382,sema3g
1383,prkch
1384,usp2
1385,lilrb4
1386,artn
1387,c16orf74
1388,cacna2d4
1389,ccna1
1390,ston1
1391,pdgfrb
1392,camk2g
1393,cd2ap
1394,tpbg
1395,lgr6
1396,gpt2
1397,zeb1
1398,slc12a8
1399,stx1a
1400,dgkd
1401,lpar3
1402,sema3g
1403,linc00092
1404,prkch
1405,usp2
1406,lilrb4
1407,artn
1408,c16orf74
1409,cacna2d4
1410,ccna1
1411,ston1
1412,pdgfrb
1413,camk2g
1414,cd2ap
1415,tpbg
1416,lgr6
1417,gpt2
1418,zeb1
1419,slc12a8
1420,stx1a
1421,slc37a3
1422,dgkd
1423,lpar3
1424,aff3
1425,ganc
1426,mef2a
1427,cnih4
1428,ormdl2
1429,prdm15
1430,dip2b
1431,zdhhc23
1432,wdfy4
1433,zmiz1
1434,batf
1435,edaradd
1436,cd38
1437,homer2
1438,rere
1439,ganc
1440,mef2a
1441,cnih4
1442,ormdl2
1443,prdm15
1444,dip2b
1445,zdhhc23
1446,wdfy4
1447,zmiz1
1448,batf
1449,edaradd
1450,cd38
1451,homer2
1452,rere
1453,iqgap3
1454,donson
1455,cit
1456,srd5a1
1457,prc1
1458,ncapg
1459,stil
1460,atad2
1461,bub1b
1462,shcbp1
1463,spag5
1464,rps19bp1
1465,sptan1
1466,qrich2
1467,cul7
1468,atp8b2
1469,commd9
1470,nbpf1
1471,fyn
1472,cspg4
1473,ryk
1474,f2r
1475,stac3
1476,tspan15
1477,kcnq5
1478,ncf4
1479,tmem30b
1480,klhl13
1481,coch
1482,arhgap44
1483,znf827
1484,tro
1485,rab3ip
1486,zc3h12b
1487,cnksr2
1488,grip1
1489,cask
1490,htra3
1491,neto1
1492,sptlc3
1493,alms1
1494,map3k9
1495,nbea
1496,pcdhb10
1497,pcdhb15
1498,pcdhga10
1499,gpr17
1500,pcdhga11
1501,pcdhga1
1502,pcdhb15
1503,pcdhb13
1504,pcdhb10
1505,pcdhb12
1506,pcdhga10
1507,or13a1
1508,gpr17
1509,pcdhga11
1510,pcdhga1
1511,igll5
1512,ncf1b
1513,ncf1
1514,lilrb4
1515,igll5
1516,dscaml1
1517,fxyd2
1518,chrna9
1519,vipr2
1520,pcbp3
1521,sardh
1522,pld6
1523,fxyd6
1524,dscaml1
1525,chrna9
1526,ptpn3
1527,vipr2
1528,pcbp3
1529,sardh
1530,pld6
1531,fxyd6
1532,mafk
1533,bend3
1534,arvcf
1535,ppp1r37
1536,chmp4a
1537,stk35
1538,ufsp2
1539,hic2
1540,grap
1541,polr2j2
1542,glrx2
1543,ryr3
1544,ano1
1545,itpr3
1546,prkcg
1547,grap
1548,polr2j2
1549,glrx2
1550,lrrc37a
1551,ryr3
1552,ano1
1553,itpr3
1554,stag3
1555,prkcg
1556,ckmt2
1557,bmpr1a
1558,tspan13
1559,glipr1l2
1560,hhex
1561,tcea3
1562,klhl32
1563,tlr5
1564,aig1
1565,agmat
1566,slc16a4
1567,tspan13
1568,glipr1l2
1569,hhex
1570,tcea3
1571,klhl32
1572,tlr5
1573,aig1
1574,agmat
1575,slc16a4
1576,tigit
1577,ctla4
1578,ccr5
1579,slamf7
1580,dthd1
1581,sgpp2
1582,cadm1
1583,zbtb20-as1
1584,fcrl3
1585,c3orf14
1586,tc2n
1587,gzmk
1588,ctla4
1589,ccr5
1590,slamf7
1591,dthd1
1592,cxcr6
1593,sgpp2
1594,cadm1
1595,samd3
1596,zbtb20-as1
1597,fcrl3
1598,c3orf14
1599,ifng
1600,tc2n
1601,fam153a
1602,kcnc3
1603,rhpn2
1604,tnxb
1605,col27a1
1606,loxl2
1607,sptbn4
1608,vipr1
1609,fdft1
1610,kcnc3
1611,rhpn2
1612,tnxb
1613,col27a1
1614,loxl2
1615,sptbn4
1616,vipr1
1617,fdft1
1618,cr2
1619,gramd4
1620,kctd1
1621,clip3
1622,gxylt2
1623,tspan7
1624,myo1g
1625,creb3l3
1626,bhlhe23
1627,cr2
1628,gpr17
1629,gramd4
1630,nlgn4x
1631,kctd1
1632,clip3
1633,gxylt2
1634,xg
1635,pde9a
1636,tspan7
1637,myo1g
1638,rapgef5
1639,creb3l3
1640,bhlhe23
1641,fcgr2b
1642,fcgr2c
1643,hspa7
1644,tmem25
1645,fcgr2b
1646,hspa7
1647,kcnc3
1648,snx29p1
1649,fcgr2a
1650,tmem25
1651,lrrk2
1652,cd300e
1653,itgax
1654,elmo2
1655,zcchc12
1656,akr1e2
1657,thbs1
1658,nfil3
1659,map2k1
1660,ch25h
1661,pdgfc
1662,met
1663,il1r2
1664,pfkfb2
1665,zbtb16
1666,cth
1667,myo1d
1668,dcbld1
1669,areg
1670,msh5-sapcd1
1671,msh5-sapcd1
1672,nbpf9
1673,ppt2-egfl8
1674,nbpf14
1675,nbpf10
1676,commd10
1677,dzip3
1678,uchl3
1679,oxnad1
1680,e2f2
1681,kifap3
1682,tmbim4
1683,faah2
1684,kank2
1685,slc39a10
1686,arhgap15
1687,prh1
1688,srgap2
1689,scarna17
1690,znf625-znf20
1691,slc5a3
1692,rbm8a
1693,rnf115
1694,nbpf14
1695,bahcc1
1696,taf15
1697,ncoa4
1698,snord20
1699,snord4a
1700,fam72d
1701,fam72b
1702,gtf2h2c
1703,msh5
1704,tmem191c
1705,mov10
1706,pi4ka
1707,ywhab
1708,akt2
1709,tpm2
1710,myo15b
1711,col7a1
1712,polr2j4
1713,tiam1
1714,ipcef1
1715,ldoc1
1716,mthfd2l
1717,eppk1
1718,rnf149
1719,bin1
1720,sel1l3
1721,nos3
1722,ctsh
1723,gp5
1724,cpne5
1725,sgsh
1726,arhgef35
1727,tiam1
1728,ipcef1
1729,ldoc1
1730,mthfd2l
1731,eppk1
1732,rnf149
1733,bin1
1734,ldlrap1
1735,sel1l3
1736,nos3
1737,ctsh
1738,gp5
1739,cpne5
1740,sgsh
1741,fam153a
1742,arhgef35
1743,hr
1744,unc5b
1745,adm2
1746,lgi4
1747,myo7a
1748,abl1
1749,tmem63c
1750,miox
1751,lrrc2
1752,nfatc4
1753,chst3
1754,prox1
1755,etnk2
1756,ntsr1
1757,fbxo31
1758,unc5b
1759,adm2
1760,lgi4
1761,myo7a
1762,abl1
1763,tmem63c
1764,miox
1765,lrrc2
1766,nfatc4
1767,chst3
1768,prox1
1769,etnk2
1770,ntsr1
1771,fbxo31
1772,fzd8
1773,stard13
1774,kcnk3
1775,gng11
1776,kif26a
1777,sdc2
1778,fzd1
1779,adarb1
1780,tmem52
1781,foxj1
1782,fst
1783,shroom3
1784,tusc1
1785,stard13
1786,kcnk3
1787,gng11
1788,kif26a
1789,sdc2
1790,fzd1
1791,adarb1
1792,tmem52
1793,foxj1
1794,fst
1795,shroom3
1796,slc30a4
1797,tbc1d8b
1798,chrm3
1799,slc35e3
1800,shisa9
1801,ccdc144a
1802,acap2
1803,pik3c3
1804,dync2h1
1805,slc30a4
1806,chrm3
1807,slc35e3
1808,shisa9
1809,ccdc144a
1810,acap2
1811,pik3c3
1812,dync2h1
1813,fech
1814,gype
1815,tspo2
1816,hepacam2
1817,cr1l
1818,epb42
1819,ahsp
1820,tmod1
1821,hbd
1822,myl4
1823,gype
1824,fech
1825,rhce
1826,tspo2
1827,hepacam2
1828,cr1l
1829,epb42
1830,gypa
1831,ahsp
1832,tmod1
1833,rhag
1834,hbd
1835,myl4
1836,lct
1837,trim47
1838,smad6
1839,ptprd
1840,cps1
1841,mfap4
1842,ang
1843,tnfrsf8
1844,mecom
1845,zdhhc15
1846,cthrc1
1847,slc6a20
1848,mcm6
1849,slc35f3
1850,fam124b
1851,trim47
1852,smad6
1853,ptprd
