,0
0,cdc42bpb
1,mipol1
2,bace1
3,nmnat3
4,apba1
5,intu
6,dock1
7,kiaa1217
8,ptgr1
9,thsd4
10,sorcs2
11,ctnnd1
12,dennd1b
13,cnksr3
14,morc4
15,spred1
16,pyhin1
17,grem1
