,0
0,galnt2
1,abhd3
2,dsc2
3,plag1
4,clic5
5,rbm11
6,bcas1
7,sord
8,tnk1
9,ntng1
10,wnk3
11,kcna2
12,bmp8b
13,capn8
14,cds1
15,gprc5b
16,me3
17,grk4
18,ncam2
