,0
0,cited2
1,lgals8-as1
2,gadd45b
3,sertad1
4,adm
5,tubb4b
6,dnajb2
7,rasl11a
8,c11orf96
9,ptch2
10,sema3b
11,vps36
12,snai1
13,tubb3
