,0
0,nbpf9
1,ppt2-egfl8
2,nbpf14
3,nbpf14
4,prh1
5,srgap2
6,scarna17
7,znf625-znf20
8,slc5a3
9,rbm8a
10,rnf115
11,taf15
12,gtf2i
13,msh5-sapcd1
14,nbpf9
15,ppt2-egfl8
16,nbpf14
17,fam156a
