.metric,.estimator,.estimate
accuracy,binary,0.9462025316455697
kap,binary,0.640139335476956
sens,binary,0.5151515151515151
spec,binary,0.9964664310954063
ppv,binary,0.9444444444444441
npv,binary,0.9463087248322147
mcc,binary,0.6750742974504812
j_index,binary,0.5116179462469215
bal_accuracy,binary,0.7558089731234607
detection_prevalence,binary,0.056962025316455694
precision,binary,0.9444444444444444
recall,binary,0.5151515151515151
f_meas,binary,0.6666666666666666
