.metric,.estimator,.estimate
accuracy,binary,0.8860759493670886
kap,binary,0.33775759692630103
sens,binary,0.36363636363636365
spec,binary,0.9469964664310954
ppv,binary,0.44444444444444425
npv,binary,0.9273356401384083
mcc,binary,0.3398339297902592
j_index,binary,0.310632830067459
bal_accuracy,binary,0.6553164150337295
detection_prevalence,binary,0.08544303797468354
precision,binary,0.4444444444444444
recall,binary,0.36363636363636365
f_meas,binary,0.39999999999999997
