.metric,.estimator,.estimate
accuracy,binary,0.9113924050632911
kap,binary,0.5262876110932648
sens,binary,0.5757575757575758
spec,binary,0.950530035335689
ppv,binary,0.5757575757575757
npv,binary,0.950530035335689
mcc,binary,0.5262876110932648
j_index,binary,0.5262876110932648
bal_accuracy,binary,0.7631438055466324
detection_prevalence,binary,0.10443037974683544
precision,binary,0.5757575757575758
recall,binary,0.5757575757575758
f_meas,binary,0.5757575757575758
