.metric,.estimator,.estimate
accuracy,binary,0.9018987341772152
kap,binary,0.2966685812751292
sens,binary,0.24242424242424243
spec,binary,0.9787985865724381
ppv,binary,0.571428571428571
npv,binary,0.9172185430463576
mcc,binary,0.32878548788717643
j_index,binary,0.22122282899668066
bal_accuracy,binary,0.6106114144983403
detection_prevalence,binary,0.04430379746835443
precision,binary,0.5714285714285714
recall,binary,0.24242424242424243
f_meas,binary,0.3404255319148936
