"ENSEMBL_ID","GSM5491718_16.001","GSM5491719_16.002","GSM5491720_16.003","GSM5491721_16.006","GSM5491722_16.008","GSM5491723_16.011","GSM5491724_16.012","GSM5491725_16.014","GSM5491726_16.015","GSM5491727_16.017","GSM5491728_16.021","GSM5491729_16.022","GSM5491730_16.025","GSM5491731_16.027","GSM5491732_16.029","GSM5491733_16.033","GSM5491734_16.035","GSM5491735_16.037","GSM5491736_16.038","GSM5491737_16.039","GSM5491738_16.042","GSM5491739_16.044","GSM5491740_16.047","GSM5491741_16.048","GSM5491742_16.049","GSM5491743_16.050","GSM5491744_16.052","GSM5491745_16.053","GSM5491746_16.056","GSM5491747_16.057","GSM5491748_16.059","GSM5491749_16.065","GSM5491750_16.068","GSM5491751_16.070","GSM5491752_16.074","GSM5491753_16.076","GSM5491754_16.077","GSM5491755_16.082","GSM5491756_16.086","GSM5491757_16.089","GSM5491758_16.090","GSM5491759_16.092","GSM5491760_16.094","GSM5491761_16.095","GSM5491762_16.098","GSM5491763_16.099","GSM5491764_16.100","GSM5491765_16.102","GSM5491766_16.103","GSM5491767_16.104","GSM5491768_16.105","GSM5491769_16.106","GSM5491770_16.108","GSM5491771_16.114","GSM5491772_16.115","GSM5491773_16.116","GSM5491774_16.129","GSM5491775_16.131","GSM5491776_16.132","GSM5491777_16.138","GSM5491778_16.139","GSM5491779_16.140","GSM5491780_16.141","GSM5491781_16.144","GSM5491782_16.152","GSM5491783_16.155","GSM5491784_16.158","GSM5491785_16.161","GSM5491786_16.162","GSM5491787_16.164","GSM5491788_16.167","GSM5491789_16.170","GSM5491790_16.171","GSM5491791_16.174","GSM5491792_16.176","GSM5491793_16.177","GSM5491794_16.179","GSM5491795_16.182","GSM5491796_16.186","GSM5491797_16.189","GSM5491798_16.191","GSM5491799_16.192","GSM5491800_16.194","GSM5491801_16.196","GSM5491802_16.199","GSM5491803_16.200","GSM5491804_16.201","GSM5491805_16.202","GSM5491806_16.204","GSM5491807_16.205","GSM5491808_16.207","GSM5491809_16.210","GSM5491810_16.215","GSM5491811_16.217","GSM5491812_16.218","GSM5491813_16.220","GSM5491814_16.221","GSM5491815_16.222","GSM5491816_16.223","GSM5491817_16.225","GSM5491818_16.226","GSM5491819_16.227","GSM5491820_16.229","GSM5491821_16.230","GSM5491822_16.231","GSM5491823_16.232","GSM5491824_16.233","GSM5491825_16.238","GSM5491826_16.239","GSM5491827_16.240","GSM5491828_16.241","GSM5491829_16.242","GSM5491830_16.243","GSM5491831_16.244","GSM5491832_16.245","GSM5491833_16.249","GSM5491834_16.252","GSM5491835_16.253","GSM5491836_16.256","GSM5491837_16.257","GSM5491838_16.258","GSM5491839_16.261","GSM5491840_16.265","GSM5491841_16.266","GSM5491842_16.267","GSM5491843_16.268","GSM5491844_16.269","GSM5491845_16.270","GSM5491846_16.272","GSM5491847_16.273","GSM5491848_16.279","GSM5491849_16.280","GSM5491850_16.282","GSM5491851_16.284","GSM5491852_16.286","GSM5491853_16.287","GSM5491854_16.291","GSM5491855_16.293","GSM5491856_16.294","GSM5491857_16.295","GSM5491858_16.296","GSM5491859_16.302","GSM5491860_16.304","GSM5491861_16.306","GSM5491862_16.312","GSM5491863_16.315","GSM5491864_16.319","GSM5491865_16.322","GSM5491866_16.326","GSM5491867_16.328","GSM5491868_16.335","GSM5491869_16.338","GSM5491870_16.339","GSM5491871_16.340","GSM5491872_16.341","GSM5491873_16.342","GSM5491874_16.343","GSM5491875_16.346","GSM5491876_16.347","GSM5491877_16.348","GSM5491878_16.350","GSM5491879_16.352","GSM5491880_16.354","GSM5491881_16.359","GSM5491882_16.362","GSM5491883_16.363","GSM5491884_16.364","GSM5491885_16.367","GSM5491886_16.372","GSM5491887_16.373","GSM5491888_16.374","GSM5491889_16.376","GSM5491890_16.378"
"__alignment_not_unique",29521629,26658605,21528124,43050216,76518561,24139204,37614740,33362907,131669836,71513931,21566002,33475418,12606294,30927754,21246029,52780230,51862764,159617142,71135428,51181404,79681986,44517006,48318305,86902111,66220429,74348484,34982197,57925473,51908385,37938688,35589051,44255859,59825469,22525132,35284434,20769522,45276622,58974631,21999657,40217692,57060533,29255636,26611902,46559452,53517843,34112869,35374979,64832585,45584468,68105272,121187997,38300909,135447581,60925189,96007970,81090887,52116835,87556159,45498461,53423805,23251864,56525393,79875979,38651233,67234824,42708591,87557703,57197537,98056047,58036190,40830964,29168849,67162794,75956522,113158055,83196660,38328766,46137261,63615422,91447071,114681353,39085598,38256644,44971644,194790115,159133571,42995715,75014541,99333818,37771920,17840086,77193092,47236861,35206453,31240867,30587599,25224744,27830872,33879739,73890029,95609632,176967015,123157558,149928647,69024340,104067191,93174848,59360738,72169912,81105486,43260999,87004160,60863333,38411880,69270009,89749018,67452584,81232049,81167610,73950208,59233813,80050461,38191939,56543660,37618850,58164725,68387421,66079337,39768109,68814961,48678769,38960900,21211778,48400427,37949978,38328423,31443639,16599840,22925184,56325736,21282042,36699708,46742185,29584229,12023453,14728752,16126902,25782210,20688584,136186213,61122738,62867846,32754786,61764512,31366113,68030396,33804354,132133511,64071646,69446531,44437164,45995055,46609439,30006074,33643368,28262804,39991977,28061371,51213932,36327049,27430436,88909101,41849451
"__ambiguous",1954552,1763989,1769731,3958091,3992733,3100983,2998577,1914757,3665421,5608627,1079448,2197213,1851243,1710765,1988707,1494558,3039593,2638938,3619944,2142527,1886282,2608129,1896140,3120910,4162936,1845092,1784841,4486251,2591096,3272021,2775812,3892719,5945485,6266050,1805764,1734485,2483694,3351487,2022266,2748030,3430651,2547445,1809653,2346517,2365584,3007187,3057365,2354130,3950711,3012399,4666606,2376711,2247276,4306573,2497350,3346232,2959731,4728139,2390827,1244993,1227583,1332438,3162751,1758997,2527418,3315124,5701787,3697995,4539432,4142771,2650562,2259424,4132270,5272358,3170579,4664312,4062638,3971082,2987899,4243929,2262389,3270573,3204706,2470873,5233427,4255578,4320987,2693837,4765713,1537574,1439451,1514555,3190088,1344587,1839620,1080290,1555481,2543042,2824577,2138813,3463739,4124679,3296547,2326777,2715954,2766531,3802053,2990926,1676285,2827530,1870235,1812534,2745637,1952770,2909357,1828984,4254482,2957213,3838638,4030143,2996991,3303401,2263127,3495867,1626152,4022744,4188663,3814235,3277209,3440011,3923933,2235987,3868818,3634374,3328552,2905760,2288606,1455910,2910285,3052329,2128386,1902643,2349928,2049814,1738207,2083087,2839786,1244814,916107,3942300,2742653,3460175,2062713,3755841,2327404,3735390,2665376,4455943,3073805,2877478,3120536,3996900,3147450,3693221,5602985,4315693,3786911,4708342,7581448,8380538,3981250,3095061,5597779
"__no_feature",82464663,87604670,94513161,67935638,29009240,44094326,64973390,24198476,45993413,48929428,32631754,36512150,12925842,35835621,21797390,44117173,35856917,24398913,26640933,58346213,45203696,20913387,83740544,15626527,12037485,40726190,48188245,20438004,24520922,47231968,59217722,27833364,33315653,73354450,66387276,57111185,70251811,43363997,92360606,24284430,62586167,17844106,51953321,26695846,37200581,20887135,20537829,84013588,26560583,22409496,17145472,10382416,19522669,16659689,24193521,66502059,67531308,24701995,58659676,46213255,84245320,46011548,50893413,55630500,70687343,46086658,75427018,60649680,60454431,28868809,80558123,61480178,51166983,42279786,104788817,97629632,29433983,18142654,42776187,46599630,39806724,63754014,44918384,67073572,63204554,45332981,52032635,73904654,44086416,90897293,146697542,47360712,75621790,79548617,76519469,83998230,89011150,41242238,63597639,65725917,27431645,23462926,45439406,25539812,55271795,34643282,38903678,54792005,79940562,33192480,67680294,57466974,37558538,67379992,27882842,83179738,69843553,45771312,60546477,36741603,46243212,70624150,48706749,41481982,73352805,33928891,24207447,45823214,41669344,36225575,26169175,66146674,49742426,52475733,58569960,84905038,68683005,56657676,60645037,20282264,79333513,76832080,134616039,32326526,81998365,102391641,77480186,76098727,59011781,26365887,46277873,50365202,131380458,45146910,30238068,46529017,69568863,24758157,30155952,28011437,63290950,19965408,20953460,43911243,47053179,48824539,70447400,81499407,30994045,40794106,51199542,46157847,77020086
"__not_aligned",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"__too_low_aQual",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
