"","logFC","logCPM","F","PValue","FDR","class","ensembl_id"
"ENSG00000188536",14.878633130247,11.0960911927061,195.924701548139,5.89321741753523e-40,3.3956655954679e-39,"+","ENSG00000188536"
"ENSG00000206172",14.3675669089814,10.621516156717,173.060782589737,6.63699599171336e-36,3.29085441301003e-35,"+","ENSG00000206172"
"ENSG00000244734",14.0484933643589,11.8615123571814,213.983492254239,4.33931425493657e-43,2.77374097399295e-42,"+","ENSG00000244734"
"ENSG00000239002",13.584865682803,9.76104532109798,337.969586145326,3.59038362932483e-63,4.54525053406039e-62,"+","ENSG00000239002"
"ENSG00000128322",12.3482138909157,7.59711341169888,522.798284510282,2.5325034097713e-89,7.64227075469591e-88,"+","ENSG00000128322"
"ENSG00000213934",11.8830525242472,5.70817875841008,116.475873395222,1.95715499447556e-25,6.5656781820876e-25,"+","ENSG00000213934"
"ENSG00000172995",11.8160201370737,7.50657371150075,937.062815435612,1.38913220030015e-136,1.85828653928812e-134,"+","ENSG00000172995"
"ENSG00000158578",11.6808406050687,7.03882707291144,337.42042263336,4.35601118099718e-63,5.4824055368205e-62,"+","ENSG00000158578"
"ENSG00000169877",11.6350275540985,5.2439944067833,344.130325590073,4.13220544757799e-64,5.37269517913547e-63,"+","ENSG00000169877"
"ENSG00000196565",11.5727247355133,7.8653329153834,145.559547141966,6.73366647459675e-31,2.79156728991589e-30,"+","ENSG00000196565"
"ENSG00000112077",11.3464617170148,4.40742653901612,399.58869569692,2.43946969039491e-72,4.1982173345576e-71,"+","ENSG00000112077"
"ENSG00000122025",11.3460324116237,8.09840243225514,691.003710814585,4.2600267695665e-110,2.38267704146099e-108,"+","ENSG00000122025"
"ENSG00000223609",11.342282522667,5.27455405135869,243.795970645729,3.8775929921172e-48,2.95279616582821e-47,"+","ENSG00000223609"
"ENSG00000107447",11.1579762696776,9.89796619587003,850.649830348522,9.73867804144595e-128,9.72069894352328e-126,"+","ENSG00000107447"
"ENSG00000100721",11.1440769706754,7.4143237723935,405.558462303732,3.34625835481647e-73,5.93183721476756e-72,"+","ENSG00000100721"
"ENSG00000133742",11.0131454340352,7.31660355960686,363.649265909322,4.72913846770152e-67,6.89497761313427e-66,"+","ENSG00000133742"
"ENSG00000206177",11.0061922069068,3.94726877557328,240.210456765056,1.54141918432045e-47,1.14555872484205e-46,"+","ENSG00000206177"
"ENSG00000169575",10.9664753322047,6.57935727236659,443.182387571533,1.52993242300965e-78,3.24916581357991e-77,"+","ENSG00000169575"
"ENSG00000005381",10.790224542771,7.79582998926396,387.546179619927,1.38339256385776e-70,2.26939341449031e-69,"+","ENSG00000005381"
"ENSG00000122585",10.3649804203054,4.63107956806771,192.646430822852,2.21487211365055e-39,1.24686249660432e-38,"+","ENSG00000122585"
"ENSG00000152192",10.3201395822816,6.12397651429029,252.278889420977,1.50966943530695e-49,1.206248189196e-48,"+","ENSG00000152192"
"ENSG00000015413",10.23220627657,6.37358719161184,444.766868980436,9.19154510215968e-79,1.96490097603993e-77,"+","ENSG00000015413"
"ENSG00000252010",10.1897223703678,7.24594509538304,262.069710325691,3.68303344062798e-51,3.12973424529068e-50,"+","ENSG00000252010"
"ENSG00000196415",10.0330140380593,3.71990550349019,214.706078362412,3.26031055242825e-43,2.09434602615391e-42,"+","ENSG00000196415"
"ENSG00000007062",10.0277172129317,5.98353961679647,272.674966702982,6.86113890721385e-53,6.144246960663e-52,"+","ENSG00000007062"
"ENSG00000168671",9.92140433698697,5.30172515472037,534.795688541729,6.85368415745149e-91,2.18509596135358e-89,"+","ENSG00000168671"
"ENSG00000136929",9.87435879231608,5.93375367250262,452.500062169937,7.71723299935003e-80,1.68300530083304e-78,"+","ENSG00000136929"
"ENSG00000238741",9.86971928866711,7.43787396537291,429.813100275027,1.15667055919203e-76,2.28446836774365e-75,"+","ENSG00000238741"
"ENSG00000166349",9.73396216838726,9.17009710363176,432.382294632965,5.01894088679199e-77,1.00193502995404e-75,"+","ENSG00000166349"
"ENSG00000133454",9.71576197956021,7.5596321246502,267.622247253126,4.55359373963467e-52,3.98163290872638e-51,"+","ENSG00000133454"
"ENSG00000208892",9.65121633530723,4.35096336771276,150.950169961665,6.84046342231819e-32,2.94694068286855e-31,"+","ENSG00000208892"
"ENSG00000167210",9.6498172780238,4.95154208026568,203.835445560254,2.45938077873318e-41,1.47540106263716e-40,"+","ENSG00000167210"
"ENSG00000243478",9.63787955131287,4.79820024427477,496.006219362608,9.05111451555567e-86,2.43162033030746e-84,"+","ENSG00000243478"
"ENSG00000148346",9.61896566078666,4.51001034061894,169.505568076035,2.88943634331723e-35,1.3990047011524e-34,"+","ENSG00000148346"
"ENSG00000086548",9.58404221024756,4.09239842752173,192.44000300315,2.40780206629949e-39,1.35429733906815e-38,"+","ENSG00000086548"
"ENSG00000157554",9.54529493681885,7.92516175663968,1351.69348469445,1.13707203973344e-173,4.75956347986488e-171,"+","ENSG00000157554"
"ENSG00000004809",9.39261329925668,4.51967622926431,1560.9302727481,9.69620909761093e-190,5.99133377383807e-187,"+","ENSG00000004809"
"ENSG00000267206",9.31842272280822,3.62816507603102,176.35033634579,1.71008710099082e-36,8.64773586222016e-36,"+","ENSG00000267206"
"ENSG00000164047",9.29577712627105,3.64346138262861,137.743267549176,1.90071325123641e-29,7.4490048770896e-29,"+","ENSG00000164047"
"ENSG00000207008",9.24786607632198,4.91278818768073,152.607140466113,3.39616647582847e-32,1.47881396611913e-31,"+","ENSG00000207008"
"ENSG00000163554",9.22741816112951,7.54592229510749,702.071555257642,2.22048104539844e-111,1.29788117320226e-109,"+","ENSG00000163554"
"ENSG00000162367",9.12115330649965,4.23505906105701,392.350846931376,2.74874620954796e-71,4.60823395543855e-70,"+","ENSG00000162367"
"ENSG00000176956",8.89561980091102,1.43092689172381,167.259618076057,7.33913927855846e-35,3.49734378547832e-34,"+","ENSG00000176956"
"ENSG00000185198",8.8917472913031,4.2483124250209,338.133970172553,3.3885992054448e-63,4.29399055564958e-62,"+","ENSG00000185198"
"ENSG00000212402",8.85138609856974,4.39368039585428,118.706916497736,7.34601717540026e-26,2.5071519954759e-25,"+","ENSG00000212402"
"ENSG00000251791",8.80381068553751,5.24072391617114,351.356600735485,3.32150155310447e-65,4.494244437235e-64,"+","ENSG00000251791"
"ENSG00000138722",8.77288187486129,4.38746680304603,313.538083897742,2.13903861322807e-59,2.38865447893695e-58,"+","ENSG00000138722"
"ENSG00000124780",8.75552936772459,3.03461959362504,230.71753904804,6.09572912522057e-46,4.29414664108915e-45,"+","ENSG00000124780"
"ENSG00000174059",8.75374962267824,7.10070096787413,351.897359569165,2.75223035781855e-65,3.7317597829732e-64,"+","ENSG00000174059"
"ENSG00000174776",8.66524386526704,4.21354679985894,409.19072694673,1.00402616114503e-73,1.79699909889903e-72,"+","ENSG00000174776"
"ENSG00000251322",8.63840210550443,7.01498441982351,345.007266802843,3.04049369290853e-64,3.97716191120777e-63,"+","ENSG00000251322"
"ENSG00000183117",8.63714970050567,5.68453999857943,128.707702632721,9.37191639696325e-28,3.45188723153548e-27,"+","ENSG00000183117"
"ENSG00000012223",8.55521827066222,6.83697251475041,172.835166405121,7.28518983874918e-36,3.60811539494692e-35,"+","ENSG00000012223"
"ENSG00000145335",8.5150078576903,5.5503003793325,387.761187964659,1.28670243137534e-70,2.11344946196538e-69,"+","ENSG00000145335"
"ENSG00000200959",8.50148952159647,3.14310688924288,135.52042159569,4.94071198167195e-29,1.91089951338823e-28,"+","ENSG00000200959"
"ENSG00000158497",8.45917551418074,1.5234864620441,413.877800779964,2.13524157290886e-74,3.89689094937628e-73,"+","ENSG00000158497"
"ENSG00000183166",8.36282341175416,5.46367974422525,229.066001222126,1.15989764859475e-45,8.07448062669819e-45,"+","ENSG00000183166"
"ENSG00000158477",8.33997060745227,3.10830886768726,130.321023655161,4.658889371592e-28,1.74017698577368e-27,"+","ENSG00000158477"
"ENSG00000185028",8.33530225046176,3.06734595700411,234.250903951793,1.54459568487152e-46,1.10978259174379e-45,"+","ENSG00000185028"
"ENSG00000165816",8.26622314667976,4.09288034422188,212.960676883365,6.50619449426904e-43,4.12833152849071e-42,"+","ENSG00000165816"
"ENSG00000096006",8.23391085440827,2.61626054471126,143.627224105443,1.53358159437212e-30,6.28148824765549e-30,"+","ENSG00000096006"
"ENSG00000178217",8.22362307839179,4.71345239397722,334.771272957929,1.10823208329846e-62,1.37611669979721e-61,"+","ENSG00000178217"
"ENSG00000118113",8.21900315303277,4.44015563115973,165.620621418285,1.45107714808693e-34,6.84946419555329e-34,"+","ENSG00000118113"
"ENSG00000166342",8.1673640794756,4.766199820222,196.503225912257,4.66749606603834e-40,2.6977919355418e-39,"+","ENSG00000166342"
"ENSG00000114805",8.15256701203499,5.39065553594683,362.909088323732,6.10109896809361e-67,8.83569868414985e-66,"+","ENSG00000114805"
"ENSG00000118513",8.11138655406034,9.22338652470856,2466.25664492113,6.50987515912172e-246,1.68944280129527e-242,"+","ENSG00000118513"
"ENSG00000100448",8.09564002769237,4.82879005246057,191.474341167339,3.55962171452277e-39,1.98665167172677e-38,"+","ENSG00000100448"
"ENSG00000201998",8.05499276852604,4.49607992813886,173.122203190522,6.47077171901336e-36,3.21088848282667e-35,"+","ENSG00000201998"
"ENSG00000060558",8.03279951325351,8.00051221589163,985.477077565944,2.38833291004413e-141,3.68940569532532e-139,"+","ENSG00000060558"
"ENSG00000102145",7.99970086463642,2.08516567109807,296.20041019884,1.14961382002041e-56,1.17552316222103e-55,"+","ENSG00000102145"
"ENSG00000127325",7.98669822865683,4.35246443995225,147.632186960029,2.79054863273747e-31,1.17222916990617e-30,"+","ENSG00000127325"
"ENSG00000164362",7.93584376047394,3.47505499065513,380.673480894594,1.41202094981761e-69,2.22359027243122e-68,"+","ENSG00000164362"
"ENSG00000165349",7.89619015808596,3.19096493491229,246.017538243535,1.65294034016928e-48,1.27442387724519e-47,"+","ENSG00000165349"
"ENSG00000153404",7.87583256663886,6.24348419731421,338.651423206164,2.82467620054633e-63,3.59343121355776e-62,"+","ENSG00000153404"
"ENSG00000105610",7.84927713225326,3.18692676507558,300.863930752662,2.09821919500006e-57,2.20457427322436e-56,"+","ENSG00000105610"
"ENSG00000129993",7.80687272597464,6.24827083258254,798.23834739282,3.83159189423377e-122,3.16679849806226e-120,"+","ENSG00000129993"
"ENSG00000143546",7.74442618673782,7.04664380798849,206.606380949467,8.13308655195637e-42,4.9570188397457e-41,"+","ENSG00000143546"
"ENSG00000169385",7.73555074677295,3.02406845293302,213.81714567711,4.63465415521326e-43,2.95524679695564e-42,"+","ENSG00000169385"
"ENSG00000238961",7.72873739060559,2.36343150702353,215.388498827158,2.48932610057635e-43,1.60305188491706e-42,"+","ENSG00000238961"
"ENSG00000088882",7.72177451571005,5.98077328084208,766.34315152175,1.20001323118989e-118,9.05312307437213e-117,"+","ENSG00000088882"
"ENSG00000145506",7.68096072375719,3.00177522548875,203.208533192223,3.16039949951598e-41,1.88635436548847e-40,"+","ENSG00000145506"
"ENSG00000256797",7.64408998938334,1.65038506983157,130.967334470463,3.52237335469432e-28,1.32328652722969e-27,"+","ENSG00000256797"
"ENSG00000187922",7.6160191549678,3.8806764891986,220.18831110262,3.7513728607963e-44,2.48991377195359e-43,"+","ENSG00000187922"
"ENSG00000204010",7.6095297857678,4.25886014746789,226.2921280038,3.42543868572341e-45,2.35177208391254e-44,"+","ENSG00000204010"
"ENSG00000196188",7.5851958932257,1.73054349912668,198.972367804352,1.72802327117846e-40,1.01323226239547e-39,"+","ENSG00000196188"
"ENSG00000133101",7.52534628360835,3.21044414052916,131.049985204955,3.39868628317457e-28,1.27867072225205e-27,"+","ENSG00000133101"
"ENSG00000184937",7.50975982638121,3.00372001464954,240.140535237348,1.58354314929827e-47,1.17551807238526e-46,"+","ENSG00000184937"
"ENSG00000140873",7.42490978511588,2.08893063812008,125.764794766923,3.36494244316685e-27,1.21119259757373e-26,"+","ENSG00000140873"
"ENSG00000105642",7.42217630171141,4.6411078969945,120.849808142416,2.8729717220246e-26,9.96782916176234e-26,"+","ENSG00000105642"
"ENSG00000223806",7.42193593977078,2.65171025301339,219.864011560011,4.26183203395228e-44,2.82583201188374e-43,"+","ENSG00000223806"
"ENSG00000149516",7.30356837424398,3.55794944911021,164.989728743606,1.88705820330599e-34,8.86869512716353e-34,"+","ENSG00000149516"
"ENSG00000161940",7.30228338374434,4.7298960306698,257.531580373976,2.05022188611286e-50,1.69991560346329e-49,"+","ENSG00000161940"
"ENSG00000134323",7.24585388446391,2.12871383742607,238.793584461656,2.66286454097177e-47,1.95658721877971e-46,"+","ENSG00000134323"
"ENSG00000179796",7.24040952152291,2.18549396182475,122.157343123333,1.62198835166951e-26,5.69297291080972e-26,"+","ENSG00000179796"
"ENSG00000171643",7.23824746510546,3.01982823379416,321.035843740665,1.45485901759008e-60,1.69463650020188e-59,"+","ENSG00000171643"
"ENSG00000177455",7.23807465977342,6.67812517696831,371.322895043344,3.40464494398945e-68,5.12513605489642e-67,"+","ENSG00000177455"
"ENSG00000172232",7.23373029262621,4.7922521274195,179.725869813028,4.2736935161406e-37,2.22177271896797e-36,"+","ENSG00000172232"
"ENSG00000170476",7.22595615713468,7.44696066815116,1149.40850419467,1.43616516606597e-156,3.5837844605523e-154,"+","ENSG00000170476"
"ENSG00000239998",7.21987702526709,6.32162191760189,611.914147524459,1.21979993748373e-100,5.31145100294929e-99,"+","ENSG00000239998"
"ENSG00000105851",7.19902662081901,8.03407576185273,1261.50442553395,2.96462025916756e-166,9.38266158120934e-164,"+","ENSG00000105851"
"ENSG00000200320",7.19275626615392,7.74023728516311,64.0028533889038,4.38491699820447e-15,9.90058864950429e-15,"+","ENSG00000200320"
"ENSG00000255398",7.16991693950662,3.07637239622909,233.269718627942,2.26031098896716e-46,1.61418796878579e-45,"+","ENSG00000255398"
"ENSG00000158481",7.16346479423459,3.44381992747949,233.275344560432,2.25537952426065e-46,1.61155312262149e-45,"+","ENSG00000158481"
"ENSG00000135333",7.15492851808343,4.85412801661088,123.827933637962,7.82292827433586e-27,2.78644845698002e-26,"+","ENSG00000135333"
"ENSG00000126266",7.10830983897055,3.09920892432002,193.19481660093,1.77430263285352e-39,1.00275918832349e-38,"+","ENSG00000126266"
"ENSG00000174358",7.07630943734976,1.86163565058864,145.601948942598,6.61327216569088e-31,2.74253178721652e-30,"+","ENSG00000174358"
"ENSG00000156298",7.06489919938671,5.0945198087804,334.16003898807,1.37510868532456e-62,1.70099240236144e-61,"+","ENSG00000156298"
"ENSG00000147138",7.04238653912759,5.60962995733512,476.374974402284,4.05092760914411e-83,9.82520311331849e-82,"+","ENSG00000147138"
"ENSG00000156564",7.01676435340987,2.5786262802308,181.168438181537,2.36643838339728e-37,1.24319451267057e-36,"+","ENSG00000156564"
"ENSG00000130037",6.98477684707489,2.85499185837281,135.846744289845,4.29357960946175e-29,1.66408270646283e-28,"+","ENSG00000130037"
"ENSG00000207166",6.97436434976087,6.31907828799539,77.913391888995,6.77090711565559e-18,1.70600564529606e-17,"+","ENSG00000207166"
"ENSG00000128040",6.95719656984833,3.16955551174951,197.195888622234,3.53114535122669e-40,2.05195441457759e-39,"+","ENSG00000128040"
"ENSG00000140287",6.92266158755131,2.4811300241139,166.088501014261,1.19433479575873e-34,5.64784559393778e-34,"+","ENSG00000140287"
"ENSG00000066735",6.8935476397336,4.40460810897301,271.840273673562,9.37364909495152e-53,8.37112667970344e-52,"+","ENSG00000066735"
"ENSG00000130300",6.88525044186655,3.55092769767471,203.235153060289,3.12691284212156e-41,1.86722600273214e-40,"+","ENSG00000130300"
"ENSG00000010671",6.82310667262031,7.37067183499269,578.907319714589,1.55522850346273e-96,5.9354838414507e-95,"+","ENSG00000010671"
"ENSG00000174944",6.79704340247948,4.16075777879537,245.011162481299,2.4316812856996e-48,1.86376233687171e-47,"+","ENSG00000174944"
"ENSG00000105205",6.79278385256757,2.13418929131018,150.893682146474,7.00587277122859e-32,3.01719897376244e-31,"+","ENSG00000105205"
"ENSG00000204936",6.78131834008242,2.82665748527048,121.710707989067,1.97158568177223e-26,6.89019547715497e-26,"+","ENSG00000204936"
"ENSG00000175857",6.74961795608673,4.70910562044193,338.783307080791,2.69666213506775e-63,3.43783398649731e-62,"+","ENSG00000175857"
"ENSG00000145358",6.73016382764617,5.56112296728745,137.577937756782,2.04050729940737e-29,7.98721650591554e-29,"+","ENSG00000145358"
"ENSG00000204099",6.72888050707352,3.59040989218768,207.838019885671,4.97835065528382e-42,3.0485643276528e-41,"+","ENSG00000204099"
"ENSG00000106078",6.71928429185468,3.74376029150914,209.708821534935,2.36484102487831e-42,1.47317221021704e-41,"+","ENSG00000106078"
"ENSG00000188848",6.70874223212397,3.88685550510715,206.402973905547,8.82036420762793e-42,5.37086090840826e-41,"+","ENSG00000188848"
"ENSG00000197561",6.69777075693742,4.90851116494786,123.494115761212,9.04897506845905e-27,3.2160914951609e-26,"+","ENSG00000197561"
"ENSG00000140932",6.69508245608587,3.56843097899449,319.484141061947,2.53377765568871e-60,2.91991996982386e-59,"+","ENSG00000140932"
"ENSG00000121966",6.69013061662401,10.3525247273186,568.147830701567,3.56060035595008e-95,1.30147465405094e-93,"+","ENSG00000121966"
"ENSG00000005108",6.67043879432353,3.62544644973689,140.766872484332,5.20293435432044e-30,2.08503014767332e-29,"+","ENSG00000005108"
"ENSG00000114204",6.64151296327303,1.16117466251922,197.086272384617,3.69049930306805e-40,2.14167794975899e-39,"+","ENSG00000114204"
"ENSG00000186529",6.63188027486161,3.10389327521389,167.039754077454,8.04133220933551e-35,3.82493866379536e-34,"+","ENSG00000186529"
"ENSG00000008438",6.61914680858757,2.36628397198224,111.503426222057,1.75440210675071e-24,5.67001786729693e-24,"+","ENSG00000008438"
"ENSG00000196549",6.61163606782188,9.90486398915786,315.004252319259,1.26272976824785e-59,1.41863043054408e-58,"+","ENSG00000196549"
"ENSG00000206557",6.60886557310186,1.62101809425562,152.108075841258,4.1929715383724e-32,1.81905712744635e-31,"+","ENSG00000206557"
"ENSG00000007312",6.60866924669685,7.48861825800938,490.123187762628,5.58246130053052e-85,1.44586861947473e-83,"+","ENSG00000007312"
"ENSG00000105737",6.57966145174731,4.672220322761,362.243225077267,7.67340521130946e-67,1.11003462677761e-65,"+","ENSG00000105737"
"ENSG00000197993",6.51724874982393,2.88737641164965,267.559426782198,4.66228284794211e-52,4.07392472962268e-51,"+","ENSG00000197993"
"ENSG00000187862",6.5064465848666,4.22910421166954,853.017550015889,5.49518994369461e-128,5.57074880542041e-126,"+","ENSG00000187862"
"ENSG00000166523",6.49526143661854,3.84109104444214,192.077096672074,2.78873429887154e-39,1.56584233068616e-38,"+","ENSG00000166523"
"ENSG00000158089",6.4872201803705,4.33344936952847,525.397528611681,1.15534012886449e-89,3.51093524874605e-88,"+","ENSG00000158089"
"ENSG00000035720",6.48602093515163,5.33738450247517,268.9625731585,2.75378024940915e-52,2.42586914571168e-51,"+","ENSG00000035720"
"ENSG00000169860",6.46848752421115,2.9912256075537,198.005772962196,2.54889162449831e-40,1.48782805755691e-39,"+","ENSG00000169860"
"ENSG00000163220",6.45971170615296,8.02468520662848,161.182244856262,9.24712131223569e-34,4.25649684808692e-33,"+","ENSG00000163220"
"ENSG00000104369",6.42295771162344,1.66837833120805,158.909370512303,2.39547207036181e-33,1.09027167958663e-32,"+","ENSG00000104369"
"ENSG00000110848",6.40643718519583,9.3677393685023,329.613536953477,6.87002562474293e-62,8.26952249597999e-61,"+","ENSG00000110848"
"ENSG00000204613",6.40205387641513,3.02167110272214,130.204545393837,4.89980834300556e-28,1.82858536263561e-27,"+","ENSG00000204613"
"ENSG00000007129",6.39619803495629,3.55832233600673,803.938198468579,9.24814203532418e-123,7.84339157191938e-121,"+","ENSG00000007129"
"ENSG00000212443",6.37754079734207,4.6592589690366,181.041172654018,2.49302523627034e-37,1.30757863645287e-36,"+","ENSG00000212443"
"ENSG00000156738",6.37103087034362,6.34889399208873,285.402365659157,6.07155317154716e-55,5.84454554554866e-54,"+","ENSG00000156738"
"ENSG00000182782",6.3572697577567,2.62951989474417,181.925074142062,1.73622569756866e-37,9.17688987847291e-37,"+","ENSG00000182782"
"ENSG00000173894",6.33960321954855,5.42803460915857,877.708398061869,1.47751115852236e-130,1.62476142313442e-128,"+","ENSG00000173894"
"ENSG00000092067",6.3347703636875,1.94319835985684,293.838300357472,2.72853648035078e-56,2.74887339821675e-55,"+","ENSG00000092067"
"ENSG00000172322",6.33358450349099,4.28317372053492,145.205893124723,7.82736911028388e-31,3.23877364716338e-30,"+","ENSG00000172322"
"ENSG00000102837",6.32292094372722,3.23955789084234,130.519760746181,4.27492596825599e-28,1.59952247301297e-27,"+","ENSG00000102837"
"ENSG00000183242",6.30218976453882,2.38406591389569,127.444133547789,1.62165654758631e-27,5.9208259317614e-27,"+","ENSG00000183242"
"ENSG00000108405",6.3011591427344,6.68605060347861,863.151640116464,4.78993931934641e-129,5.05319126893e-127,"+","ENSG00000108405"
"ENSG00000197705",6.28795019920686,2.58018424463415,217.451537788692,1.10238141931258e-43,7.18458126418888e-43,"+","ENSG00000197705"
"ENSG00000086730",6.27381683022018,8.45758118162192,625.883692085267,2.38640550220018e-102,1.12603628351089e-100,"+","ENSG00000086730"
"ENSG00000175097",6.24234241383484,5.52589768866106,238.444640811998,3.0470046701337e-47,2.23504423966393e-46,"+","ENSG00000175097"
"ENSG00000198010",6.22854038574862,2.58289135607839,169.130209500003,3.37600931609216e-35,1.62851661284803e-34,"+","ENSG00000198010"
"ENSG00000205837",6.21699156792823,1.37192526229538,131.06138668684,3.38196921375834e-28,1.27275036304316e-27,"+","ENSG00000205837"
"ENSG00000137225",6.21606805357262,1.56656801257149,272.178830850641,8.25906629816681e-53,7.38082949621298e-52,"+","ENSG00000137225"
"ENSG00000112299",6.19930508571508,3.7166602307178,138.17292121891,1.58068490667607e-29,6.2135617537197e-29,"+","ENSG00000112299"
"ENSG00000186652",6.19625791077739,3.34620659554307,152.66728505206,3.31101611837356e-32,1.44222038106799e-31,"+","ENSG00000186652"
"ENSG00000139737",6.15042867860627,5.44510514351403,519.039722018645,7.89966278982969e-89,2.3456756146643e-87,"+","ENSG00000139737"
"ENSG00000196092",6.14563453517695,7.87173192936089,307.733253438556,1.73589394242367e-58,1.8849338742167e-57,"+","ENSG00000196092"
"ENSG00000173805",6.13578315170992,4.73045370461885,141.371299014516,4.01788538858092e-30,1.61762583934924e-29,"+","ENSG00000173805"
"ENSG00000131042",6.12281193559119,5.53504833747618,415.725280550402,1.16190765235668e-74,2.15692613690705e-73,"+","ENSG00000131042"
"ENSG00000215045",6.11666233845976,2.87638488266024,315.176089810007,1.18714014365873e-59,1.33602172628931e-58,"+","ENSG00000215045"
"ENSG00000172889",6.10814472172752,5.61493403504908,284.048165240013,1.00134062273248e-54,9.55396758865928e-54,"+","ENSG00000172889"
"ENSG00000167880",6.10299957415154,3.78441900555388,208.756694857282,3.45348087474523e-42,2.13493891523078e-41,"+","ENSG00000167880"
"ENSG00000153822",6.08677149766936,1.81624423716518,136.580684457474,3.13164284288714e-29,1.21847668753534e-28,"+","ENSG00000153822"
"ENSG00000179869",6.08508735615314,4.81788216122959,171.587049641367,1.22037843098123e-35,5.99834489409562e-35,"+","ENSG00000179869"
"ENSG00000128218",6.07878331426846,4.76499789073342,245.393095260832,2.10020684447953e-48,1.61447180177526e-47,"+","ENSG00000128218"
"ENSG00000152953",6.07355402931543,6.18748020978065,290.638742255522,8.82487060673931e-56,8.74801535470201e-55,"+","ENSG00000152953"
"ENSG00000151948",6.06528006665985,3.12998519684261,203.976663807365,2.32434702261114e-41,1.39697670057444e-40,"+","ENSG00000151948"
"ENSG00000060566",6.04959164670035,2.1102818329585,115.716302011318,2.73380133254818e-25,9.11923035762088e-25,"+","ENSG00000060566"
"ENSG00000172247",6.04522905200079,3.71288796763363,189.954209937239,6.59203902297628e-39,3.6368324133563e-38,"+","ENSG00000172247"
"ENSG00000135116",6.01051479491879,4.73007509908625,272.775116046466,6.60912819643869e-53,5.9226552124992e-52,"+","ENSG00000135116"
"ENSG00000176435",6.00130603194853,5.86944960103624,131.379131569318,2.94782627481667e-28,1.11194749250061e-27,"+","ENSG00000176435"
"ENSG00000124469",5.9848290715368,3.28734073566366,110.914006243564,2.27722542474018e-24,7.33414671417934e-24,"+","ENSG00000124469"
"ENSG00000135144",5.98099256655264,5.62233193181639,291.398169424202,6.676870464176e-56,6.63900928299983e-55,"+","ENSG00000135144"
"ENSG00000163736",5.97504877364367,2.94435765978974,118.856663600127,6.8790285716155e-26,2.35520513839796e-25,"+","ENSG00000163736"
"ENSG00000138650",5.97141082613836,4.90508885625922,77.3218509068915,8.89493470474229e-18,2.23164487101191e-17,"+","ENSG00000138650"
"ENSG00000165092",5.95847477129588,4.41924777104334,202.21193431023,4.71009447503619e-41,2.79845173571747e-40,"+","ENSG00000165092"
"ENSG00000214357",5.95139817806842,5.14859393054519,518.482117137688,9.35461589940054e-89,2.77135835412378e-87,"+","ENSG00000214357"
"ENSG00000119535",5.94568716147812,6.08669252390598,354.362996104686,1.16919692764858e-65,1.6054496648855e-64,"+","ENSG00000119535"
"ENSG00000257017",5.90863494810764,2.89242098183192,131.313056785778,3.03324838438938e-28,1.14383699610104e-27,"+","ENSG00000257017"
"ENSG00000184261",5.90601879544166,4.25427758807467,285.939476426363,4.97962392165468e-55,4.81846383351164e-54,"+","ENSG00000184261"
"ENSG00000133958",5.89546468767439,4.43357052547834,160.845247869212,1.06471750833035e-33,4.89400438827298e-33,"+","ENSG00000133958"
"ENSG00000187621",5.88991093947567,6.44956455508172,173.271460121588,6.08401953551712e-36,3.02013150317024e-35,"+","ENSG00000187621"
"ENSG00000212232",5.87424873689567,8.87087623460577,160.928640951558,1.02820783295034e-33,4.72786138921459e-33,"+","ENSG00000212232"
"ENSG00000128833",5.86495830108324,6.28526055907435,580.323929156751,1.03173294765477e-96,3.97263107678585e-95,"+","ENSG00000128833"
"ENSG00000142185",5.86379350278674,6.36484524269571,532.455551756604,1.38221896524555e-90,4.33228823503051e-89,"+","ENSG00000142185"
"ENSG00000066056",5.85298667962618,3.49349623080278,325.084175647251,3.43390389997806e-61,4.06183564321926e-60,"+","ENSG00000066056"
"ENSG00000207445",5.85264551868008,3.77188848403207,270.761813057997,1.40331812538974e-52,1.25064945020997e-51,"+","ENSG00000207445"
"ENSG00000165025",5.84733588720627,7.87494501213295,866.081124710601,2.37259047787955e-129,2.52350279024304e-127,"+","ENSG00000165025"
"ENSG00000185271",5.81372206810713,3.69283346976767,209.057160919345,3.06437667702744e-42,1.89891842221146e-41,"+","ENSG00000185271"
"ENSG00000221420",5.8026954304645,4.88736474019779,52.777977373385,8.92054783974049e-13,1.83472862210291e-12,"+","ENSG00000221420"
"ENSG00000144668",5.79952469159998,4.85503045090243,177.328258724107,1.14374638641037e-36,5.83382590804282e-36,"+","ENSG00000144668"
"ENSG00000196581",5.78248042440216,4.5248298770825,82.5331893674851,8.09717529630743e-19,2.11704506638898e-18,"+","ENSG00000196581"
"ENSG00000186998",5.77360903856078,2.91129138598275,185.019757288434,4.90513867238618e-38,2.63557264649619e-37,"+","ENSG00000186998"
"ENSG00000171502",5.75903870348185,4.91229227898914,164.790476787774,2.05038512647538e-34,9.61539479622138e-34,"+","ENSG00000171502"
"ENSG00000046604",5.73478468694635,4.95268868232883,177.049947046364,1.28240958109102e-36,6.51803631971681e-36,"+","ENSG00000046604"
"ENSG00000126583",5.72193112202978,3.00995004662396,101.489409553733,1.51177222490913e-22,4.52833711690233e-22,"+","ENSG00000126583"
"ENSG00000007968",5.71981931824495,7.12205407572729,704.501748833213,1.16417190885813e-111,6.99365494876994e-110,"+","ENSG00000007968"
