"","logFC","logCPM","F","PValue","FDR","class","ensembl_id"
"ENSG00000146094",4.1357236806554,6.33166297991198,371.272718931408,3.46353116869176e-68,5.20503985833234e-67,"+","ENSG00000146094"
"ENSG00000133561",4.13168925816542,5.34793928355234,202.528556493972,4.14912444179446e-41,2.46968067691399e-40,"+","ENSG00000133561"
"ENSG00000143365",4.13020917620399,1.62436268209918,80.2493164994153,2.30997937276799e-18,5.94256390583612e-18,"+","ENSG00000143365"
"ENSG00000164626",4.11980009588896,2.10935088476268,141.510807681593,3.78529307911389e-30,1.52635062133567e-29,"+","ENSG00000164626"
"ENSG00000196730",4.11968601656988,6.62151882857218,241.286536337628,1.01817071508085e-47,7.61925213315406e-47,"+","ENSG00000196730"
"ENSG00000163618",4.11728884438277,3.14512101918465,52.5152019048962,1.01131881162077e-12,2.07574705782839e-12,"+","ENSG00000163618"
"ENSG00000129173",4.11324692329512,3.79670164147767,503.342973835686,9.47088377021715e-87,2.59270438401556e-85,"+","ENSG00000129173"
"ENSG00000117586",4.10479615784535,5.07368892231097,261.068569407387,5.37537899739551e-51,4.53812087639585e-50,"+","ENSG00000117586"
"ENSG00000177294",4.09814110752065,1.70369737362254,172.984820289446,6.84850866752568e-36,3.39443271466055e-35,"+","ENSG00000177294"
"ENSG00000113070",4.09581747596678,6.56083380232626,174.36490037575,3.87471004095477e-36,1.93899874629499e-35,"+","ENSG00000113070"
"ENSG00000133574",4.08883370820487,5.29795958873054,169.114620071848,3.39790630476491e-35,1.63847016761908e-34,"+","ENSG00000133574"
"ENSG00000261485",4.08610076817742,4.12356222603411,373.209475444292,1.78770010787219e-68,2.71948377488271e-67,"+","ENSG00000261485"
"ENSG00000215580",4.08555132456535,2.35592243711044,58.5582463631304,5.71470274007628e-14,1.23610573020886e-13,"+","ENSG00000215580"
"ENSG00000143476",4.0793706846912,6.11036281054414,813.250489486304,9.16670149994791e-124,8.26021657384195e-122,"+","ENSG00000143476"
"ENSG00000115457",4.07792062700076,4.2431736565968,107.56232436816,1.00704570582816e-23,3.1571454648046e-23,"+","ENSG00000115457"
"ENSG00000103569",4.07117690135501,2.77075662367292,100.364512622247,2.5023313760114e-22,7.42516623259179e-22,"+","ENSG00000103569"
"ENSG00000176728",4.07070238220662,3.44883879452378,61.9011897118653,1.17857545571506e-14,2.61914627733493e-14,"+","ENSG00000176728"
"ENSG00000093009",4.07002829785673,5.21643501586577,735.218194219915,3.63319456720881e-115,2.44271153907262e-113,"+","ENSG00000093009"
"ENSG00000136231",4.06912333637278,5.10757569709302,223.388666497421,1.06753104968187e-44,7.22602133577045e-44,"+","ENSG00000136231"
"ENSG00000106066",4.04571757057538,4.13848707257289,149.557165084412,1.23357771237252e-31,5.25160905372237e-31,"+","ENSG00000106066"
"ENSG00000133246",4.04088745104248,3.36695627171001,243.060832486885,5.14371723534723e-48,3.89637331265999e-47,"+","ENSG00000133246"
"ENSG00000197977",4.03980707772656,2.05173860981863,83.5341795008871,5.11931612925085e-19,1.34742892683893e-18,"+","ENSG00000197977"
"ENSG00000116147",4.03724580265796,1.27301673685411,80.3348461027886,2.22092692978075e-18,5.71687122412914e-18,"+","ENSG00000116147"
"ENSG00000176834",4.03533504522796,5.65743365874851,377.284012085009,4.46269980284962e-69,6.90202534466945e-68,"+","ENSG00000176834"
"ENSG00000131401",4.0210951051342,3.05719729618396,155.821437695506,8.76304620089942e-33,3.89682273827522e-32,"+","ENSG00000131401"
"ENSG00000167889",4.01492624930159,2.57259248233384,138.752038269384,1.23305003871545e-29,4.87212463531415e-29,"+","ENSG00000167889"
"ENSG00000051341",4.00924541426582,5.59913080049516,729.721291168863,1.52211291112844e-114,1.00258564136054e-112,"+","ENSG00000051341"
"ENSG00000198400",4.00472152444454,3.10987534017494,73.0994041693292,6.27543432477546e-17,1.52662234342494e-16,"+","ENSG00000198400"
"ENSG00000174885",3.99796194938389,1.70334861256118,214.425125384667,3.64354718053211e-43,2.33474904763381e-42,"+","ENSG00000174885"
"ENSG00000174233",3.99661273612345,5.36696630862772,295.74155214358,1.35958887476961e-56,1.38695166973353e-55,"+","ENSG00000174233"
"ENSG00000153563",3.99061072795988,4.35381447605642,150.729325152484,7.51031285341507e-32,3.22801654805942e-31,"+","ENSG00000153563"
"ENSG00000198963",3.97599965377439,3.18876958564947,58.6125245940833,5.56974129628574e-14,1.20535295297871e-13,"+","ENSG00000198963"
"ENSG00000153253",3.96961887905689,6.87204918317964,86.1065183327101,1.5800497817856e-19,4.23172878605779e-19,"+","ENSG00000153253"
"ENSG00000145708",3.96695874051977,1.30098694088307,194.862370790026,9.04622437142466e-40,5.18250805490536e-39,"+","ENSG00000145708"
"ENSG00000136286",3.96583868807909,7.42725326537117,384.056856579284,4.4918898500546e-70,7.20479143316546e-69,"+","ENSG00000136286"
"ENSG00000117724",3.96277544283188,7.8647037890433,569.4400139862,2.44149306266504e-95,9.00023124464248e-94,"+","ENSG00000117724"
"ENSG00000088305",3.96127915206068,4.60123114034567,403.246020920041,7.21496209062463e-73,1.2651533525398e-71,"+","ENSG00000088305"
"ENSG00000025039",3.96012292531574,5.43210430543265,623.961119368189,4.09149019957415e-102,1.89192775091988e-100,"+","ENSG00000025039"
"ENSG00000176842",3.95999011970141,2.32074829275225,113.686354808348,6.68791269888812e-25,2.19590979708432e-24,"+","ENSG00000176842"
"ENSG00000163053",3.95277301647438,3.70794262506985,219.297761477211,5.3257728811633e-44,3.52049051991722e-43,"+","ENSG00000163053"
"ENSG00000182866",3.94937241162709,6.62854164215846,154.079884461903,1.82459371351195e-32,8.02845982588371e-32,"+","ENSG00000182866"
"ENSG00000203799",3.93404295655041,1.99024404687567,118.793295599975,7.07289590599447e-26,2.41966510087488e-25,"+","ENSG00000203799"
"ENSG00000122188",3.93376639212155,4.87125173715134,413.736513343723,2.23704343278055e-74,4.07123079716136e-73,"+","ENSG00000122188"
"ENSG00000162543",3.93256481931046,2.63987141295363,202.48765932311,4.21763598991592e-41,2.50815969776118e-40,"+","ENSG00000162543"
"ENSG00000236901",3.93249371536116,4.86696407054735,526.96897591949,7.19402554560093e-90,2.20684812008789e-88,"+","ENSG00000236901"
"ENSG00000068831",3.920097974218,8.20436828281414,630.571182452804,6.43007363171699e-103,3.09024575722814e-101,"+","ENSG00000068831"
"ENSG00000144354",3.91710531691335,6.62641913677894,595.486170966391,1.31047976636176e-98,5.39834458676516e-97,"+","ENSG00000144354"
"ENSG00000236320",3.90640000793368,2.46690974510961,144.379612056397,1.11284188544585e-30,4.57693702235984e-30,"+","ENSG00000236320"
"ENSG00000206760",3.90295884964878,2.89557721041563,34.3801615681537,6.64311224250204e-09,1.15427188616372e-08,"+","ENSG00000206760"
"ENSG00000076641",3.90208458862907,8.88381020828851,576.417493491453,3.20252515598746e-96,1.20802227977015e-94,"+","ENSG00000076641"
"ENSG00000224940",3.89975407588573,1.289334234356,179.920521762193,3.945861429259e-37,2.0554595706971e-36,"+","ENSG00000224940"
"ENSG00000206579",3.89729780323366,2.83231217474819,80.8282479005643,1.77041760519511e-18,4.57354944157112e-18,"+","ENSG00000206579"
"ENSG00000179144",3.8895713963484,4.2557641848249,159.499280670865,1.87068985758013e-33,8.55624659568548e-33,"+","ENSG00000179144"
"ENSG00000114013",3.88379476896858,3.81460575397859,156.023507448915,8.04892647153073e-33,3.58417535671183e-32,"+","ENSG00000114013"
"ENSG00000208772",3.88194366268387,2.88542952178233,109.277746777087,4.70199731328471e-24,1.49468684804465e-23,"+","ENSG00000208772"
"ENSG00000153531",3.87376358153694,3.87068729260435,254.706282328812,5.99287944861584e-50,4.85415753590756e-49,"+","ENSG00000153531"
"ENSG00000196418",3.86775388042838,6.34103693619492,899.686620274661,8.1895998145525e-133,9.57371596339038e-131,"+","ENSG00000196418"
"ENSG00000146555",3.85793283163988,4.17231174152904,101.119392677668,1.78419986796917e-22,5.32592074689853e-22,"+","ENSG00000146555"
"ENSG00000105810",3.85658709177976,10.3687044776086,684.594539883483,2.38090086638082e-109,1.30356833933154e-107,"+","ENSG00000105810"
"ENSG00000101187",3.85584848919014,2.1237149985885,212.890004548066,6.69095566363624e-43,4.2414186952293e-42,"+","ENSG00000101187"
"ENSG00000115590",3.85164563126789,1.49893357864392,63.1557405075353,6.52957988062613e-15,1.46309494959428e-14,"+","ENSG00000115590"
"ENSG00000140022",3.85158757819562,2.06561744284461,126.602225992689,2.33783894467047e-27,8.4689553729883e-27,"+","ENSG00000140022"
"ENSG00000125538",3.84900612164481,5.86886222176938,137.78726421618,1.86515746439484e-29,7.31186805377265e-29,"+","ENSG00000125538"
"ENSG00000091128",3.83555999101231,1.70606819725327,61.0079331146034,1.79574681126202e-14,3.95881933790961e-14,"+","ENSG00000091128"
"ENSG00000038945",3.82824581095196,4.23053170704419,125.625482418843,3.57522899019384e-27,1.28652721510691e-26,"+","ENSG00000038945"
"ENSG00000143061",3.82602002093708,2.39366730243969,139.247009850679,9.9734234182475e-30,3.95160739771541e-29,"+","ENSG00000143061"
"ENSG00000172794",3.82504622563258,6.2734129884859,458.931694592515,9.9476388760148e-81,2.22552693198566e-79,"+","ENSG00000172794"
"ENSG00000090376",3.82125442833496,6.76169911372412,226.258979768034,3.4701175468418e-45,2.37992839787628e-44,"+","ENSG00000090376"
"ENSG00000197410",3.82121802084997,2.84949846862722,50.7988007654972,2.2981840068616e-12,4.6407151685397e-12,"+","ENSG00000197410"
"ENSG00000152804",3.81814733084844,6.74199576739185,242.846851494283,5.58486952740072e-48,4.22315075685033e-47,"+","ENSG00000152804"
"ENSG00000120162",3.81810914665746,4.10051431036985,319.90632966367,2.17860110267787e-60,2.51732216459021e-59,"+","ENSG00000120162"
"ENSG00000099977",3.81784944586144,4.79809522043666,719.854329416299,2.01783803677021e-113,1.28982592931676e-111,"+","ENSG00000099977"
"ENSG00000065328",3.8173875417464,5.38660477172323,456.867674978895,1.91757341597567e-80,4.23891527183991e-79,"+","ENSG00000065328"
"ENSG00000130508",3.81438917411727,8.04297422511708,218.233580715864,8.09891878497122e-44,5.29962532293427e-43,"+","ENSG00000130508"
"ENSG00000110987",3.80847671013999,7.45679973803486,569.09781737569,2.69796216978548e-95,9.88947941105547e-94,"+","ENSG00000110987"
"ENSG00000206838",3.80741002098947,1.80268025021193,84.4715815672696,3.33403045619889e-19,8.83988132399608e-19,"+","ENSG00000206838"
"ENSG00000185046",3.80223967657123,4.03220807377859,37.9248515049367,1.16622976019702e-09,2.09714486811483e-09,"+","ENSG00000185046"
"ENSG00000076770",3.79784397720424,7.70049058105032,817.224806199744,3.43213528496635e-124,3.13629489138897e-122,"+","ENSG00000076770"
"ENSG00000165480",3.79330787138843,4.74752179277829,504.19622557333,7.29026872465235e-87,2.00420607989595e-85,"+","ENSG00000165480"
"ENSG00000117971",3.7923021400934,1.13057613841725,86.6917432680117,1.20990390955156e-19,3.25315232704952e-19,"+","ENSG00000117971"
"ENSG00000240498",3.78709503199401,4.22544610293003,178.261266491093,7.7953033188131e-37,3.99336185807022e-36,"+","ENSG00000240498"
"ENSG00000136167",3.78685116526402,9.81347488647918,786.718573945408,6.88367290319291e-121,5.54798382557958e-119,"+","ENSG00000136167"
"ENSG00000105122",3.77700734086242,5.87496526738741,503.955537361736,7.84863029096094e-87,2.15314644091985e-85,"+","ENSG00000105122"
"ENSG00000128594",3.77093567487343,3.28942868582194,156.411858774019,6.83613995952101e-33,3.05881903843947e-32,"+","ENSG00000128594"
"ENSG00000163625",3.7702863594128,6.39178492250128,204.400464545828,1.96210609159486e-41,1.18318966540147e-40,"+","ENSG00000163625"
"ENSG00000161888",3.76885314627456,4.53818962303966,508.605326087253,1.89093143542385e-87,5.35736382228382e-86,"+","ENSG00000161888"
"ENSG00000066336",3.76152787017375,5.06695479323923,245.418920498,2.07950254626293e-48,1.60045225624602e-47,"+","ENSG00000066336"
"ENSG00000163492",3.75570417316868,4.31175714655424,140.508402719093,5.81129709662702e-30,2.32451883865081e-29,"+","ENSG00000163492"
"ENSG00000110799",3.75524302635863,1.71497345173945,152.249263402938,3.9502243460812e-32,1.71661457182684e-31,"+","ENSG00000110799"
"ENSG00000164691",3.75147213492883,6.95069915667996,384.819512994863,3.47140029300371e-70,5.5886960548407e-69,"+","ENSG00000164691"
"ENSG00000132334",3.75114819310029,8.33235287770195,341.204135382965,1.15218448722714e-63,1.48173894016446e-62,"+","ENSG00000132334"
"ENSG00000168421",3.74801956033515,7.58726222765857,579.511551458214,1.3054248108252e-96,5.01159536842243e-95,"+","ENSG00000168421"
"ENSG00000179455",3.74481046043988,3.82997860179528,68.5179172184784,5.29287132635191e-16,1.24624021648961e-15,"+","ENSG00000179455"
"ENSG00000104903",3.7444624133623,5.22919962879367,465.604335597258,1.20081371534278e-81,2.79242988714836e-80,"+","ENSG00000104903"
"ENSG00000079308",3.74335427702414,6.56071087420172,152.593232893902,3.41616678618035e-32,1.48702382480631e-31,"+","ENSG00000079308"
"ENSG00000101412",3.74182607364928,6.14675358934155,376.630228702165,5.57393102884246e-69,8.61039631312616e-68,"+","ENSG00000101412"
"ENSG00000198879",3.74133142221064,7.01292076573573,334.355691403682,1.28332487529414e-62,1.59048935833971e-61,"+","ENSG00000198879"
"ENSG00000076864",3.7377530992237,3.01294359705464,125.349876755028,4.03086440645698e-27,1.448476780343e-26,"+","ENSG00000076864"
"ENSG00000143119",3.72350403875844,7.74875104646445,449.676424458807,1.9034326970426e-79,4.1096410443968e-78,"+","ENSG00000143119"
"ENSG00000169607",3.7195905741907,5.22652958726926,486.917856461726,1.50956169265464e-84,3.83328229430265e-83,"+","ENSG00000169607"
"ENSG00000005961",3.71908968129513,2.8686004145193,107.635285853709,9.74915671437269e-24,3.05789358292724e-23,"+","ENSG00000005961"
"ENSG00000134061",3.71855702532486,4.12912301948368,193.226712232092,1.75156835854433e-39,9.90773802112958e-39,"+","ENSG00000134061"
"ENSG00000198795",3.71789561382109,3.54322660741096,66.9293869551077,1.11203217113284e-15,2.58180881242079e-15,"+","ENSG00000198795"
"ENSG00000043591",3.71193016460179,1.0796226835828,137.119375141382,2.48459433293015e-29,9.70210534580246e-29,"+","ENSG00000043591"
"ENSG00000148773",3.7106741908459,8.62302652297775,330.770092946378,4.56005770535425e-62,5.52486543274293e-61,"+","ENSG00000148773"
"ENSG00000137642",3.71008583380101,8.80871279115047,733.632331152284,5.48973956001018e-115,3.65306977080473e-113,"+","ENSG00000137642"
"ENSG00000075340",3.70958719770701,4.6436969048188,178.583935228423,6.82795283422652e-37,3.50611460138201e-36,"+","ENSG00000075340"
"ENSG00000147180",3.70689736388052,6.02466398965932,110.916314639126,2.27489959970334e-24,7.32847497660143e-24,"+","ENSG00000147180"
"ENSG00000186431",3.70615809212745,3.42207018854872,106.84865034589,1.38311507791203e-23,4.32048657943824e-23,"+","ENSG00000186431"
"ENSG00000183484",3.7057745933164,5.0648685121807,297.964874171044,6.03512219206983e-57,6.23005135754161e-56,"+","ENSG00000183484"
"ENSG00000119969",3.69520110432718,6.76030564468352,481.041993953995,9.41122944487138e-84,2.33053651291319e-82,"+","ENSG00000119969"
"ENSG00000118193",3.69518123475686,5.14533007203267,504.805608159487,6.0481712646982e-87,1.68414314014429e-85,"+","ENSG00000118193"
"ENSG00000167513",3.69196011694529,5.45391771696049,371.695389503,2.99774925848566e-68,4.52838118487892e-67,"+","ENSG00000167513"
"ENSG00000102230",3.69040024581231,1.10061453910938,93.2557846380415,6.14275642076076e-21,1.73241485146254e-20,"+","ENSG00000102230"
"ENSG00000005249",3.68848938455465,5.18253605489249,260.812821699259,5.92081127897143e-51,4.9759356966278e-50,"+","ENSG00000005249"
"ENSG00000151458",3.68782573879271,6.42882261726777,356.682946917747,5.23350609379435e-66,7.31000808106303e-65,"+","ENSG00000151458"
"ENSG00000188822",3.68653953258936,5.38734502472651,201.948925943409,5.23348299193362e-41,3.10515204862051e-40,"+","ENSG00000188822"
"ENSG00000155307",3.6726543231135,5.37055994094171,170.373237980263,2.01686305963894e-35,9.80180339396063e-35,"+","ENSG00000155307"
"ENSG00000155849",3.64513816408916,6.93295718776778,1434.58402876768,3.23474830530108e-180,1.67896376038347e-177,"+","ENSG00000155849"
"ENSG00000198821",3.64185606447617,5.27168413109037,180.655676150856,2.91942671844177e-37,1.52751939913308e-36,"+","ENSG00000198821"
"ENSG00000064225",3.63740978290003,3.75330714312075,178.896029573898,6.00692826289532e-37,3.10047339456363e-36,"+","ENSG00000064225"
"ENSG00000160062",3.63694458037232,4.19567574557819,242.290669570858,6.91724864008611e-48,5.21244009022981e-47,"+","ENSG00000160062"
"ENSG00000197714",3.63332210560842,6.58774919398564,716.940998248373,4.34211487976875e-113,2.70881166730189e-111,"+","ENSG00000197714"
"ENSG00000149564",3.62828139159142,3.05963783578723,89.0244248474397,4.18355789985728e-20,1.14454664365482e-19,"+","ENSG00000149564"
"ENSG00000100450",3.62705370094353,2.21682073623556,131.555897010368,2.73097219802373e-28,1.03074738922501e-27,"+","ENSG00000100450"
"ENSG00000073150",3.62434954050314,2.07662786069466,113.211731601944,8.2464127088479e-25,2.7021578613639e-24,"+","ENSG00000073150"
"ENSG00000159958",3.62424791476155,5.12087588265734,181.810766898488,1.81935297087706e-37,9.60843473752574e-37,"+","ENSG00000159958"
"ENSG00000240563",3.6242434150214,3.19278897965963,33.4156508681157,1.06870042139166e-08,1.83334963881256e-08,"+","ENSG00000240563"
"ENSG00000124406",3.62110725724735,7.19779211710509,835.364643512627,3.99500992901529e-126,3.81170947344871e-124,"+","ENSG00000124406"
"ENSG00000163083",3.6210695299346,2.099664184712,65.99067811214,1.72574829757504e-15,3.96974116456899e-15,"+","ENSG00000163083"
"ENSG00000177272",3.62035924851976,4.67782768505852,184.710565709994,5.56438931474215e-38,2.98484976221969e-37,"+","ENSG00000177272"
"ENSG00000104081",3.61566651253969,6.5748443003815,314.294420219603,1.62965641872599e-59,1.82454026655638e-58,"+","ENSG00000104081"
"ENSG00000114739",3.61456682187245,5.51245906140601,331.405381153314,3.64150840817194e-62,4.44099747222172e-61,"+","ENSG00000114739"
"ENSG00000078596",3.61388516899677,6.53799592563259,121.702503014719,1.97866971149106e-26,6.91309051596877e-26,"+","ENSG00000078596"
"ENSG00000203710",3.61377843662808,5.37570264317807,130.876948349788,3.66280926158975e-28,1.37445381661043e-27,"+","ENSG00000203710"
"ENSG00000152969",3.61372242380375,2.69549876698369,86.488425980259,1.32743652851136e-19,3.56252665852396e-19,"+","ENSG00000152969"
"ENSG00000100290",3.61323188924859,1.65792690215092,123.272828465834,9.96616045668797e-27,3.53239273657425e-26,"+","ENSG00000100290"
"ENSG00000120278",3.60791049886846,6.34286811564865,152.030676546241,4.33233600093769e-32,1.8788901052195e-31,"+","ENSG00000120278"
"ENSG00000143995",3.60049958983831,4.38098226048931,48.1538159525038,8.17705821413769e-12,1.60985445890837e-11,"+","ENSG00000143995"
"ENSG00000161544",3.60038867668569,5.18637018350035,98.3907250099674,6.06853934455712e-22,1.77634483498699e-21,"+","ENSG00000161544"
"ENSG00000184110",3.60016159589451,6.42381164422787,183.20497299992,1.02885211068647e-37,5.47371258231555e-37,"+","ENSG00000184110"
"ENSG00000174371",3.59945734436112,4.95314257954314,573.155882529395,8.26600885405585e-96,3.06456373972082e-94,"+","ENSG00000174371"
"ENSG00000187627",3.59529437906555,5.06717900268241,51.4448847041295,1.68687781739932e-12,3.42925372999742e-12,"+","ENSG00000187627"
"ENSG00000074370",3.58812218499293,8.52981819740265,529.070249076544,3.82165528034832e-90,1.18352742047255e-88,"+","ENSG00000074370"
"ENSG00000101916",3.58634443252427,1.65747977696537,87.5959152257614,8.01350707243363e-20,2.17084066329642e-19,"+","ENSG00000101916"
"ENSG00000100055",3.58459723891641,6.61323970457342,440.907449678485,3.18332987900362e-78,6.66240137257273e-77,"+","ENSG00000100055"
"ENSG00000113231",3.58050124171259,3.67164538542552,155.481904849725,1.01089117386359e-32,4.48149090264912e-32,"+","ENSG00000113231"
"ENSG00000179348",3.57823943167477,3.28200237565026,85.8061717821645,1.81215735929307e-19,4.84936149601709e-19,"+","ENSG00000179348"
"ENSG00000162711",3.57669318782854,5.44549912783869,284.257180078782,9.26888077002795e-55,8.86315378569511e-54,"+","ENSG00000162711"
"ENSG00000170412",3.57034858860714,2.70417119067544,132.463349996591,1.84528573182206e-28,7.00744151481506e-28,"+","ENSG00000170412"
"ENSG00000171320",3.57001154350478,4.3872966847922,452.876688405492,6.84278198249386e-80,1.49481378796028e-78,"+","ENSG00000171320"
"ENSG00000104972",3.55437867489392,4.68703826958586,199.345634684598,1.48733546399086e-40,8.75665380251607e-40,"+","ENSG00000104972"
"ENSG00000213420",3.5523512679881,4.49391002950415,370.513521702308,4.48994080270029e-68,6.71989294761695e-67,"+","ENSG00000213420"
"ENSG00000177238",3.55232976038357,1.98621091407212,101.333399034668,1.62114472724771e-22,4.8469986130798e-22,"+","ENSG00000177238"
"ENSG00000159307",3.55093803992701,2.01123432203033,49.1051495221452,5.17700423369116e-12,1.02732538517169e-11,"+","ENSG00000159307"
"ENSG00000186185",3.55073864700919,3.71233457010789,306.821369451971,2.41438258834528e-58,2.60857855673342e-57,"+","ENSG00000186185"
"ENSG00000163421",3.54984575139824,1.32705039620638,77.6754093962282,7.5562776039838e-18,1.89946257631332e-17,"+","ENSG00000163421"
"ENSG00000105048",3.54907746982747,1.25564242453435,70.1993450700383,2.41638239583773e-16,5.756375613804e-16,"+","ENSG00000105048"
"ENSG00000110076",3.54490710969237,4.06877851955359,132.989865823786,1.47014610773856e-28,5.59924153038321e-28,"+","ENSG00000110076"
"ENSG00000033327",3.54138062441054,7.82007200584551,544.954957644412,3.3078382379668e-92,1.10625023133653e-90,"+","ENSG00000033327"
"ENSG00000180730",3.54117073818298,4.35848993068565,52.9719921951737,8.13146837765798e-13,1.67455854100127e-12,"+","ENSG00000180730"
"ENSG00000219607",3.54020268188702,2.20248978822031,110.137322144024,3.21212562048106e-24,1.02838741799561e-23,"+","ENSG00000219607"
"ENSG00000142405",3.53843824218095,3.22359070393741,159.343680540036,1.99673811183667e-33,9.12955381930677e-33,"+","ENSG00000142405"
"ENSG00000197046",3.5324809052121,2.7851182110234,71.5743708332429,1.2742809451531e-16,3.07514776721344e-16,"+","ENSG00000197046"
"ENSG00000100453",3.53179217130779,3.01468343028095,119.079902047656,6.23752613904769e-26,2.13782723666886e-25,"+","ENSG00000100453"
"ENSG00000165409",3.53025748475263,2.74068602517894,59.5154376129728,3.63362449651358e-14,7.91504305300659e-14,"+","ENSG00000165409"
"ENSG00000134853",3.52654024681555,4.13057395121559,29.8971148280198,6.10312551998305e-08,1.01103225772118e-07,"+","ENSG00000134853"
"ENSG00000126787",3.52640524362189,5.27626124025082,298.59603714748,4.79387592559278e-57,4.96451189229784e-56,"+","ENSG00000126787"
"ENSG00000136634",3.52236187733448,2.72221595056164,95.2775378923685,2.46492802894461e-21,7.06692578514919e-21,"+","ENSG00000136634"
"ENSG00000160179",3.51642435516676,5.90363787207696,294.606791220372,2.05927168544581e-56,2.08758667112069e-55,"+","ENSG00000160179"
"ENSG00000175471",3.51479618152076,4.40212409133048,248.867768599544,5.55056821040245e-49,4.36245748626179e-48,"+","ENSG00000175471"
"ENSG00000178150",3.51434513113455,1.80500949484244,209.785548635277,2.29380385182261e-42,1.43029306973812e-41,"+","ENSG00000178150"
"ENSG00000057704",3.51098066502156,4.25981705907167,94.3643312487723,3.7222365869442e-21,1.05920486737254e-20,"+","ENSG00000057704"
"ENSG00000101057",3.50813987478685,6.61477535441662,305.836304607832,3.44923353543121e-58,3.7112151207094e-57,"+","ENSG00000101057"
"ENSG00000176890",3.50516529644842,6.57376140036392,548.142700644603,1.28398592399755e-92,4.35013090072902e-91,"+","ENSG00000176890"
"ENSG00000012048",3.50489230618177,6.34512273582627,532.802863486399,1.24545399359881e-90,3.93211946981465e-89,"+","ENSG00000012048"
"ENSG00000164120",3.4965733469728,3.70845189374468,70.2839100315937,2.32305667591067e-16,5.54219220934305e-16,"+","ENSG00000164120"
"ENSG00000143816",3.4941085194965,1.71948212157053,70.8270871453206,1.80398071037805e-16,4.32528708386283e-16,"+","ENSG00000143816"
"ENSG00000024526",3.48462775470777,4.16578541024684,277.905573480891,9.7643736947633e-54,9.03726912006053e-53,"+","ENSG00000024526"
"ENSG00000173898",3.48113204843094,3.52415197002133,92.2669746792748,9.60892757034817e-21,2.69182737808372e-20,"+","ENSG00000173898"
"ENSG00000165105",3.48073269642026,2.14577429398814,49.4806321788889,4.32321020078653e-12,8.61455398731665e-12,"+","ENSG00000165105"
"ENSG00000053108",3.48043631925457,1.33925984085173,73.4742894555746,5.27374840897559e-17,1.28631878486593e-16,"+","ENSG00000053108"
"ENSG00000091513",3.48005671562374,2.11043850719052,153.957401144552,1.92127649728336e-32,8.4510114673725e-32,"+","ENSG00000091513"
"ENSG00000130584",3.47890870440924,4.62605121708875,151.480288203092,5.466823331162e-32,2.36222109707486e-31,"+","ENSG00000130584"
"ENSG00000184792",3.47802929877157,4.30215456363863,125.928765929655,3.13326380904026e-27,1.12905390686216e-26,"+","ENSG00000184792"
"ENSG00000110237",3.47693416160791,4.98563165200157,129.092614544146,7.93152389569495e-28,2.92884046871194e-27,"+","ENSG00000110237"
"ENSG00000157315",3.47509514946116,2.7740155483221,140.269746243359,6.436188294878e-30,2.57051336763118e-29,"+","ENSG00000157315"
"ENSG00000124343",3.47439277215638,3.40907878715194,52.3559839008471,1.09123569782407e-12,2.2369469849866e-12,"+","ENSG00000124343"
"ENSG00000117632",3.47388150533806,9.47783577019929,670.172267091502,1.1758881224792e-107,6.10332971091604e-106,"+","ENSG00000117632"
"ENSG00000145703",3.47328384529777,7.47322594145979,403.972261845764,5.66723273669838e-73,9.99157771622258e-72,"+","ENSG00000145703"
"ENSG00000130830",3.47030668971307,7.52843022817241,643.095539014337,1.97551457661431e-104,9.85933736390282e-103,"+","ENSG00000130830"
"ENSG00000244405",3.46862285035712,4.99001185204099,167.781147767551,5.90952513205949e-35,2.82750730507389e-34,"+","ENSG00000244405"
"ENSG00000165730",3.46590077451543,2.48491861592874,250.846400633026,2.60684240834949e-49,2.06889217680385e-48,"+","ENSG00000165730"
"ENSG00000214212",3.46536206894327,3.15662164638516,256.95654145027,2.54982387294064e-50,2.10340207090132e-49,"+","ENSG00000214212"
"ENSG00000132182",3.46307326386267,7.27596811549701,432.704317442108,4.52082792514935e-77,9.0668103797122e-76,"+","ENSG00000132182"
"ENSG00000174123",3.46244064592113,4.05268246789475,159.085379903217,2.22506417413154e-33,1.01449166280853e-32,"+","ENSG00000174123"
"ENSG00000186818",3.45756692809573,2.7416832071144,113.795820637956,6.37258567280751e-25,2.09502588523816e-24,"+","ENSG00000186818"
"ENSG00000090889",3.45743423594271,4.87640493718263,429.710892848828,1.19577736584964e-76,2.3581165804354e-75,"+","ENSG00000090889"
"ENSG00000149599",3.45563971302962,1.19560827906539,107.818052319158,8.98870398571004e-24,2.82346702780376e-23,"+","ENSG00000149599"
"ENSG00000139318",3.45434720911506,7.38276229752465,274.859220514648,3.03591848386309e-53,2.76449671906017e-52,"+","ENSG00000139318"
"ENSG00000163406",3.45316106450244,4.38238642903024,356.433976479337,5.70456587882432e-66,7.95940288641122e-65,"+","ENSG00000163406"
"ENSG00000100181",3.45311196366711,4.41348049714086,94.7730905017482,3.09497605417555e-21,8.84006367576094e-21,"+","ENSG00000100181"
"ENSG00000187912",3.45053293968978,1.59830747317817,118.836236326037,6.94093447035961e-26,2.37577329695031e-25,"+","ENSG00000187912"
"ENSG00000158106",3.4475097722307,5.59793531173804,191.138954880306,4.07766460293311e-39,2.27076931193775e-38,"+","ENSG00000158106"
