.metric,.estimator,.estimate
accuracy,binary,0.9588607594936709
kap,binary,0.7573251417769377
sens,binary,0.696969696969697
spec,binary,0.9893992932862191
ppv,binary,0.8846153846153849
npv,binary,0.9655172413793104
mcc,binary,0.7638747751350278
j_index,binary,0.6863689902559162
bal_accuracy,binary,0.8431844951279581
detection_prevalence,binary,0.08227848101265822
precision,binary,0.8846153846153846
recall,binary,0.696969696969697
f_meas,binary,0.7796610169491526
