.metric,.estimator,.estimate
accuracy,binary,0.9113924050632911
kap,binary,0.32857793291850057
sens,binary,0.24242424242424243
spec,binary,0.9893992932862191
ppv,binary,0.7272727272727281
npv,binary,0.9180327868852459
mcc,binary,0.3867777215734622
j_index,binary,0.23182353571046166
bal_accuracy,binary,0.6159117678552308
detection_prevalence,binary,0.03481012658227848
precision,binary,0.7272727272727273
recall,binary,0.24242424242424243
f_meas,binary,0.36363636363636365
